销售日期,单品编码,销量(千克),每日平均销售单价(元/千克),打折数量,原价数量
2020-10-07,102900011008164,8.751,4.5,2,18
2020-10-07,102900011008522,12.118,8.0,0,12
2020-10-07,102900011009246,0.872,14.0,0,4
2020-10-07,102900011009444,11.675,7.0,0,22
2020-10-07,102900011009970,27.73,6.0,0,48
2020-10-07,102900011011546,4.0,4.9,0,4
2020-10-07,102900011012994,3.0,6.9,0,3
2020-10-07,102900011013274,6.0,7.9,0,6
2020-10-07,102900051000463,4.321,4.0,0,8
2020-10-07,102900051004294,4.491,12.0,0,23
2020-10-07,102900051009336,0.5509999999999999,29.8,0,5
2020-10-07,102900051010455,6.574,10.0,0,14
2020-10-08,102900005115779,26.538,10.0,0,71
2020-10-08,102900005115793,4.831,16.0,0,12
2020-10-08,102900005115823,8.289,10.0,0,20
2020-10-08,102900005115861,65.999,6.0,0,129
2020-10-08,102900005115878,12.248,12.0,0,33
2020-10-08,102900005115908,10.47,6.0,0,21
2020-10-08,102900005115960,43.945,4.0,0,33
2020-10-08,102900005115984,5.845,12.0,0,15
2020-10-08,102900005116226,1.481,14.0,0,6
2020-10-08,102900005116233,4.716,18.0,0,16
2020-10-08,102900005116257,7.091,7.0,0,16
2020-10-08,102900005116509,8.785,8.0,0,13
2020-10-08,102900005116530,14.098,19.8,0,58
2020-10-08,102900005116547,5.875,10.0,0,17
2020-10-08,102900005116714,19.808,14.0,0,47
2020-10-08,102900005116790,4.872,7.0,0,7
2020-10-08,102900005116837,7.381,12.0,0,33
2020-10-08,102900005116899,30.566,8.0,0,49
2020-10-08,102900005116912,1.03,18.0,0,5
2020-10-08,102900005116943,2.108,18.0,0,9
2020-10-08,102900005117056,45.592,10.0,0,123
2020-10-08,102900005117209,0.354,19.8,0,1
2020-10-08,102900005118817,9.215,12.0,0,27
2020-10-08,102900005118824,1.386,12.0,0,4
2020-10-08,102900005118831,6.0,8.8,0,6
2020-10-08,102900005119944,2.079,18.0,0,7
2020-10-08,102900005125808,2.82,19.8,0,25
2020-10-08,102900005125815,6.328,12.0,0,19
2020-10-08,102900011000328,7.523,12.0,0,24
2020-10-08,102900011001219,1.282,19.8,0,3
2020-10-08,102900011001806,1.0,6.9,0,1
2020-10-08,102900011001813,279.0,2.5,0,139
2020-10-08,102900011008164,6.868,5.0,0,18
2020-10-08,102900011008522,38.662,8.0,0,42
2020-10-08,102900011009246,0.207,14.0,0,1
2020-10-08,102900011009444,4.473,8.0,0,10
2020-10-08,102900011009970,29.772,6.0,0,44
2020-10-08,102900011011546,2.0,4.9,0,2
2020-10-08,102900011012994,6.0,6.9,0,6
2020-10-08,102900011013274,3.0,7.9,0,3
2020-10-08,102900051000463,13.141,4.0,0,22
2020-10-08,102900051004294,6.147,12.0,0,29
2020-10-08,102900051009336,0.49,29.8,0,5
2020-10-08,102900051010455,8.948,10.0,0,15
2020-10-09,102900005115779,12.515,11.0,0,38
2020-10-09,102900005115823,6.97,11.0,0,18
2020-10-09,102900005115861,24.383,6.0,0,63
2020-10-09,102900005115878,9.155,12.0,0,26
2020-10-09,102900005115908,5.57,6.0,0,12
2020-10-09,102900005115946,2.564,4.0,0,13
2020-10-09,102900005115960,22.965,4.0,0,23
2020-10-09,102900005115984,15.975,10.0,0,39
2020-10-09,102900005116226,0.859,14.0,0,5
2020-10-09,102900005116233,4.0,18.0,0,17
2020-10-09,102900005116257,12.208,7.0,0,18
2020-10-09,102900005116509,4.586,8.0,0,8
2020-10-09,102900005116530,8.826,19.8,0,43
2020-10-09,102900005116547,8.52,10.0,0,17
2020-10-09,102900005116714,37.091,14.0,0,82
2020-10-09,102900005116790,6.253,8.0,0,10
2020-10-09,102900005116837,7.539,12.0,0,25
2020-10-09,102900005116899,50.824999999999996,6.5,4,71
2020-10-09,102900005116912,1.008,18.0,0,6
2020-10-09,102900005116943,0.964,16.0,0,8
2020-10-09,102900005117056,29.916,9.0,0,91
2020-10-09,102900005117209,0.298,19.8,0,1
2020-10-09,102900005118817,9.076,12.0,0,23
2020-10-09,102900005118824,0.651,12.0,0,3
2020-10-09,102900005118831,8.0,8.8,0,8
2020-10-09,102900005119944,1.84,18.0,0,8
2020-10-09,102900005125808,2.286,19.8,0,24
2020-10-09,102900005125815,3.547,12.0,0,11
2020-10-09,102900011000328,8.966,12.0,0,29
2020-10-09,102900011001219,0.328,19.8,0,1
2020-10-09,102900011001806,3.0,6.9,0,3
2020-10-09,102900011001813,14.0,2.5,0,14
2020-10-09,102900011008164,6.305000000000001,5.0,0,16
2020-10-09,102900011008522,24.45,8.0,0,23
2020-10-09,102900011009246,0.393,14.0,0,2
2020-10-09,102900011009444,3.86,8.0,0,9
2020-10-09,102900011009970,18.754,7.0,0,30
2020-10-09,102900011011546,6.0,4.9,0,6
2020-10-09,102900011012994,1.0,6.9,0,1
2020-10-09,102900011013274,1.0,7.9,0,1
2020-10-09,102900051000463,3.635,5.0,0,5
2020-10-09,102900051004294,3.626,10.0,0,18
2020-10-09,102900051009336,0.585,29.8,0,5
2020-10-09,102900051010455,8.337,10.0,0,16
2020-10-10,102900005115779,19.008,11.0,0,59
2020-10-10,102900005115793,3.449,16.0,0,9
2020-10-10,102900005115823,3.909,11.0,0,12
2020-10-10,102900005115861,12.208,6.0,0,38
2020-10-10,102900005115878,6.054,12.0,0,17
2020-10-10,102900005115908,8.211,6.0,0,15
2020-10-10,102900005115946,2.79,4.0,0,8
2020-10-10,102900005115960,21.611,4.0,0,20
2020-10-10,102900005115984,14.503,10.0,0,36
2020-10-10,102900005116226,0.43,14.0,0,3
2020-10-10,102900005116233,2.692,18.0,0,14
2020-10-10,102900005116257,7.164,7.0,0,16
2020-10-10,102900005116509,2.958,8.0,0,5
2020-10-10,102900005116530,21.722,19.8,0,87
2020-10-10,102900005116547,6.896,10.0,0,18
2020-10-10,102900005116714,16.919,14.0,0,35
2020-10-10,102900005116790,52.008,8.0,0,77
2020-10-10,102900005116837,3.43,12.0,0,10
2020-10-10,102900005116899,21.803,8.0,0,36
2020-10-10,102900005116912,0.685,18.0,0,4
2020-10-10,102900005116943,0.876,16.0,0,4
2020-10-10,102900005117056,34.649,9.0,0,91
2020-10-10,102900005117209,0.919,19.8,0,3
2020-10-10,102900005118817,8.29,12.0,0,25
2020-10-10,102900005118824,0.267,12.0,0,1
2020-10-10,102900005118831,4.0,8.8,0,4
2020-10-10,102900005119944,1.825,18.0,0,8
2020-10-10,102900005125808,2.037,18.0,0,22
2020-10-10,102900005125815,3.59,12.0,0,13
2020-10-10,102900011000328,5.134,12.0,0,16
2020-10-10,102900011001219,0.283,19.8,0,1
2020-10-10,102900011001806,2.0,6.9,0,2
2020-10-10,102900011001813,21.0,2.5,0,21
2020-10-10,102900011008164,5.844,5.0,0,14
2020-10-10,102900011008522,7.255,8.0,0,8
2020-10-10,102900011009246,0.981,14.0,0,4
2020-10-10,102900011009444,6.93,8.0,0,12
2020-10-10,102900011009970,20.474,7.0,0,28
2020-10-10,102900011011546,6.0,4.9,0,6
2020-10-10,102900011012994,3.0,6.9,0,3
2020-10-10,102900011013274,4.0,7.9,0,4
2020-10-10,102900051000463,9.762,5.0,0,15
2020-10-10,102900051004294,5.491,10.0,0,24
2020-10-10,102900051009336,0.501,29.8,0,5
2020-10-10,102900051010455,6.023,10.0,0,9
2020-10-11,102900005115779,33.757,11.0,0,88
2020-10-11,102900005115793,4.626,16.0,0,13
2020-10-11,102900005115823,6.5600000000000005,11.0,0,20
2020-10-11,102900005115861,33.986,6.0,0,92
2020-10-11,102900005115878,13.958,10.0,0,38
2020-10-11,102900005115908,7.649,6.0,4,14
2020-10-11,102900005115960,53.964,3.0,0,53
2020-10-11,102900005115984,13.084,10.0,0,38
2020-10-11,102900005116226,1.304,11.0,0,4
2020-10-11,102900005116233,2.132,18.0,0,11
2020-10-11,102900005116257,9.471,7.0,0,18
2020-10-11,102900005116509,8.321,8.0,0,14
2020-10-11,102900005116530,6.873,19.8,0,36
2020-10-11,102900005116547,20.68,10.0,0,53
2020-10-11,102900005116714,36.23,14.0,0,85
2020-10-11,102900005116790,8.772,8.0,0,16
2020-10-11,102900005116837,3.991,12.0,0,12
2020-10-11,102900005116899,56.572,8.0,0,93
2020-10-11,102900005116912,0.969,18.0,0,7
2020-10-11,102900005116943,0.782,16.0,0,9
2020-10-11,102900005117056,47.441,10.0,0,127
2020-10-11,102900005117209,1.949,19.8,0,6
2020-10-11,102900005118817,26.352,12.0,0,64
2020-10-11,102900005118824,0.651,12.0,0,2
2020-10-11,102900005118831,4.0,7.8,0,4
2020-10-11,102900005119944,1.596,18.0,0,7
2020-10-11,102900005125808,1.981,18.0,0,24
2020-10-11,102900005125815,5.052,12.0,0,16
2020-10-11,102900011000328,6.077,12.0,0,19
2020-10-11,102900011001219,2.287,18.0,0,7
2020-10-11,102900011001806,2.0,6.9,0,2
2020-10-11,102900011008164,7.25,5.0,0,18
2020-10-11,102900011008522,16.466,8.0,0,16
2020-10-11,102900011009246,1.503,14.0,0,7
2020-10-11,102900011009444,9.624,8.0,0,19
2020-10-11,102900011009970,24.24,7.0,0,42
2020-10-11,102900011011546,2.0,4.9,0,2
2020-10-11,102900011012994,111.0,4.9,0,111
2020-10-11,102900011013274,8.0,7.9,0,8
2020-10-11,102900051000463,7.31,5.0,0,9
2020-10-11,102900051004294,6.261,10.0,0,27
2020-10-11,102900051010455,7.657,10.0,0,17
2020-10-12,102900005115779,11.98,8.0,0,36
2020-10-12,102900005115793,3.805,16.0,0,8
2020-10-12,102900005115823,4.131,10.0,0,9
2020-10-12,102900005115861,32.093,6.0,0,83
2020-10-12,102900005115878,14.965,10.0,0,43
2020-10-12,102900005115908,6.634,7.0,0,14
2020-10-12,102900005115960,37.42,3.0,0,38
2020-10-12,102900005115984,5.249,8.0,0,16
2020-10-12,102900005116226,0.741,10.0,0,3
2020-10-12,102900005116233,1.474,18.0,0,7
2020-10-12,102900005116257,7.32,8.0,0,15
2020-10-12,102900005116509,1.905,8.0,0,4
2020-10-12,102900005116530,7.061,19.8,0,33
2020-10-12,102900005116547,7.0680000000000005,10.0,0,18
2020-10-12,102900005116714,13.295,14.0,0,29
2020-10-12,102900005116790,6.807,8.0,0,18
2020-10-12,102900005116837,5.311,10.0,0,16
2020-10-12,102900005116899,36.496,7.0,11,44
2020-10-12,102900005116912,0.878,18.0,0,5
2020-10-12,102900005116943,0.5569999999999999,16.0,0,5
2020-10-12,102900005117056,34.722,10.0,0,93
2020-10-12,102900005117209,0.298,19.8,0,1
2020-10-12,102900005118817,22.194,10.0,0,67
2020-10-12,102900005118824,1.837,12.0,0,5
2020-10-12,102900005118831,7.0,7.8,0,7
2020-10-12,102900005119944,0.8130000000000001,18.0,0,4
2020-10-12,102900005125808,1.738,18.0,0,16
2020-10-12,102900005125815,1.821,12.0,0,7
2020-10-12,102900011000328,5.443,12.0,0,19
2020-10-12,102900011001219,0.389,18.0,0,1
2020-10-12,102900011001813,8.0,3.5,0,8
2020-10-12,102900011008522,8.535,8.0,0,9
2020-10-12,102900011009246,1.094,14.0,0,5
2020-10-12,102900011009444,3.484,8.0,0,5
2020-10-12,102900011009970,21.52,7.0,0,40
2020-10-12,102900011011546,4.0,4.9,0,4
2020-10-12,102900011012994,66.0,4.9,0,66
2020-10-12,102900051000463,5.167,6.0,0,8
2020-10-12,102900051004294,3.617,10.0,0,15
2020-10-12,102900051009336,0.3389999999999999,29.8,0,3
2020-10-12,102900051010455,9.399,10.0,0,17
2020-10-13,102900005115779,14.805,8.0,0,41
2020-10-13,102900005115793,1.195,16.0,0,2
2020-10-13,102900005115823,4.131,9.0,0,11
2020-10-13,102900005115861,39.921,6.0,0,108
2020-10-13,102900005115878,10.567,10.0,0,27
2020-10-13,102900005115908,3.438,7.0,0,9
2020-10-13,102900005115960,36.007,3.0,0,30
2020-10-13,102900005115984,3.084,8.0,0,9
2020-10-13,102900005116226,1.293,10.0,0,6
2020-10-13,102900005116233,2.677,15.0,0,10
2020-10-13,102900005116257,7.694,7.0,0,17
2020-10-13,102900005116509,3.07,8.0,0,6
2020-10-13,102900005116530,8.959,19.8,0,37
2020-10-13,102900005116547,9.684,10.0,0,24
2020-10-13,102900005116714,17.384999999999998,14.0,0,43
2020-10-13,102900005116790,11.794,8.0,0,22
2020-10-13,102900005116837,6.905,8.0,0,25
2020-10-13,102900005116899,49.701,7.0,6,79
2020-10-13,102900005116912,0.851,18.0,0,5
2020-10-13,102900005116943,0.463,16.0,0,6
2020-10-13,102900005117056,33.64,10.0,0,96
2020-10-13,102900005118817,13.862,9.0,9,38
2020-10-13,102900005118824,0.8180000000000001,12.0,0,3
2020-10-13,102900005118831,6.0,7.8,0,6
2020-10-13,102900005119944,1.648,18.0,0,10
2020-10-13,102900005119975,3.856,3.6,0,10
2020-10-13,102900005125808,3.272,18.0,0,26
2020-10-13,102900005125815,4.167,12.0,0,14
2020-10-13,102900011000328,3.807,12.0,0,12
2020-10-13,102900011001219,0.591,19.8,0,2
2020-10-13,102900011001806,2.0,6.9,0,2
2020-10-13,102900011001813,5.0,3.9,0,5
2020-10-13,102900011008164,7.551,5.0,0,21
2020-10-13,102900011008522,15.2,8.0,0,17
2020-10-13,102900011009246,0.995,14.0,0,5
2020-10-13,102900011009444,8.575,8.0,0,19
2020-10-13,102900011009970,29.936,6.0,0,56
2020-10-13,102900011011546,2.0,5.9,0,2
2020-10-13,102900011012994,5.0,4.9,0,5
2020-10-13,102900051000463,3.78,6.0,0,5
2020-10-13,102900051004294,3.373,10.0,0,24
2020-10-13,102900051009336,0.812,29.8,0,4
2020-10-13,102900051010455,6.835,10.0,0,12
2020-10-14,102900005115779,29.043,8.0,0,72
2020-10-14,102900005115823,3.998,9.0,0,11
2020-10-14,102900005115861,21.108,7.0,0,54
2020-10-14,102900005115878,6.854,12.0,0,20
2020-10-14,102900005115908,3.482,7.0,0,9
2020-10-14,102900005115960,37.553,3.0,0,31
2020-10-14,102900005115984,8.434000000000001,8.0,0,22
2020-10-14,102900005116226,0.31,10.0,0,2
2020-10-14,102900005116233,1.838,14.0,0,10
2020-10-14,102900005116257,2.809,7.0,0,6
2020-10-14,102900005116509,4.099,8.0,0,8
2020-10-14,102900005116530,13.565,19.8,0,53
2020-10-14,102900005116547,13.976,10.0,0,37
2020-10-14,102900005116714,24.161,12.0,0,55
2020-10-14,102900005116790,5.463,8.0,0,10
2020-10-14,102900005116837,4.0600000000000005,8.0,0,15
2020-10-14,102900005116899,46.207,8.0,0,65
2020-10-14,102900005116912,1.39,18.0,0,6
2020-10-14,102900005116943,0.89,16.0,0,6
2020-10-14,102900005117056,30.337,10.0,0,83
2020-10-14,102900005117209,0.424,19.8,0,1
2020-10-14,102900005118817,28.047,10.0,0,68
2020-10-14,102900005118831,4.0,7.8,0,4
2020-10-14,102900005119944,1.436,18.0,0,6
2020-10-14,102900005125808,2.347,18.0,0,23
2020-10-14,102900005125815,3.841,12.0,0,14
2020-10-14,102900011000328,5.134,12.0,0,18
2020-10-14,102900011001219,1.535,19.8,0,4
2020-10-14,102900011001806,1.0,6.9,0,1
2020-10-14,102900011001813,12.0,3.9,0,12
2020-10-14,102900011008164,8.815,5.0,0,18
2020-10-14,102900011008522,15.639,8.0,0,17
2020-10-14,102900011009246,0.415,14.0,0,2
2020-10-14,102900011009444,4.71,7.6,0,11
2020-10-14,102900011009970,24.098,6.0,0,39
2020-10-14,102900011011546,9.0,5.4,1,8
2020-10-14,102900011012994,11.0,4.9,0,11
2020-10-14,102900011013274,2.0,7.9,0,2
2020-10-14,102900051000463,2.124,6.0,0,4
2020-10-14,102900051004294,3.545,10.0,0,18
2020-10-14,102900051009336,0.148,29.8,0,1
2020-10-14,102900051010455,10.524,10.0,0,17
2020-10-15,102900005115779,32.872,8.0,0,81
2020-10-15,102900005115823,7.27,8.0,0,19
2020-10-15,102900005115854,6.558,4.0,0,9
2020-10-15,102900005115861,16.711000000000002,7.0,0,41
2020-10-15,102900005115878,8.432,12.0,0,21
2020-10-15,102900005115908,7.951,7.0,0,16
2020-10-15,102900005115960,41.682,3.0,0,37
2020-10-15,102900005115984,10.44,8.0,0,26
2020-10-15,102900005116226,1.633,10.0,0,7
2020-10-15,102900005116233,2.082,14.0,0,10
2020-10-15,102900005116257,5.819,6.0,0,12
2020-10-15,102900005116509,3.86,8.0,0,8
2020-10-15,102900005116530,11.563,19.8,0,49
2020-10-15,102900005116547,9.214,10.0,0,24
2020-10-15,102900005116714,36.058,9.2,0,99
2020-10-15,102900005116790,6.442,8.0,0,9
2020-10-15,102900005116837,9.113,8.0,0,25
2020-10-15,102900005116899,42.162,7.0,7,58
2020-10-15,102900005116912,1.647,18.0,0,10
2020-10-15,102900005116943,1.233,16.0,0,8
2020-10-15,102900005117056,30.275,10.0,0,86
2020-10-15,102900005118817,9.566,10.0,0,30
2020-10-15,102900005118831,7.0,7.8,0,7
2020-10-15,102900005119944,1.847,18.0,0,9
2020-10-15,102900005125808,1.738,18.0,0,22
2020-10-15,102900005125815,4.183,12.0,0,13
2020-10-15,102900011000328,2.769,14.0,0,10
2020-10-15,102900011001219,0.828,19.8,0,3
2020-10-15,102900011001806,2.0,6.9,0,2
2020-10-15,102900011001813,12.0,3.9,0,12
2020-10-15,102900011008164,9.483,5.0,0,25
2020-10-15,102900011008522,15.121,10.0,0,17
2020-10-15,102900011009246,0.3429999999999999,14.0,0,2
2020-10-15,102900011009444,5.436,7.6,0,13
2020-10-15,102900011009970,23.566,6.0,0,43
2020-10-15,102900011011546,2.0,5.9,0,2
2020-10-15,102900011012994,14.0,4.9,0,14
2020-10-15,102900011013274,5.0,7.9,0,5
2020-10-15,102900051000463,4.332,6.0,0,7
2020-10-15,102900051004294,4.678,10.0,0,24
2020-10-15,102900051010455,10.71,11.0,0,21
2020-10-16,102900005115779,14.604,8.0,0,39
2020-10-16,102900005115823,11.744,8.0,0,21
2020-10-16,102900005115854,4.296,4.0,0,7
2020-10-16,102900005115861,28.003,7.0,0,72
2020-10-16,102900005115878,11.669,12.0,0,34
2020-10-16,102900005115908,4.355,7.0,0,10
2020-10-16,102900005115960,34.868,3.0,0,37
2020-10-16,102900005115984,5.627,8.0,0,13
2020-10-16,102900005116226,1.914,10.0,0,5
2020-10-16,102900005116233,3.131,12.0,0,14
2020-10-16,102900005116257,9.346,6.0,0,20
2020-10-16,102900005116509,1.19,8.0,0,3
2020-10-16,102900005116530,19.952,17.6,0,82
2020-10-16,102900005116547,17.021,10.0,0,41
2020-10-16,102900005116714,44.818,9.5,17,95
2020-10-16,102900005116790,11.104,8.0,0,17
2020-10-16,102900005116837,6.835,10.0,0,18
2020-10-16,102900005116899,58.973,7.0,8,73
2020-10-16,102900005116912,1.882,18.0,0,10
2020-10-16,102900005116943,0.8079999999999999,14.0,0,8
2020-10-16,102900005117056,27.473,9.0,0,80
2020-10-16,102900005117209,0.7749999999999999,25.8,0,2
2020-10-16,102900005118817,10.561,10.0,0,35
2020-10-16,102900005118831,5.0,7.8,0,5
2020-10-16,102900005119944,1.96,18.0,0,8
2020-10-16,102900005125808,1.275,18.0,0,19
2020-10-16,102900005125815,2.155,12.0,0,8
2020-10-16,102900011000328,3.225,14.0,0,11
2020-10-16,102900011001219,0.248,25.8,0,1
2020-10-16,102900011001806,2.0,6.9,0,2
2020-10-16,102900011001813,5.0,3.9,0,5
2020-10-16,102900011006689,5.753,6.0,0,16
2020-10-16,102900011008164,7.426,6.0,0,21
2020-10-16,102900011008522,8.658,10.0,0,10
2020-10-16,102900011009444,5.673,7.6,0,11
2020-10-16,102900011009970,43.543,6.0,0,68
2020-10-16,102900011011546,5.0,5.9,0,5
2020-10-16,102900011012994,2.0,4.9,0,2
2020-10-16,102900011013274,3.0,7.9,0,3
2020-10-16,102900011018095,3.0,7.8,0,3
2020-10-16,102900051000463,3.93,6.0,0,6
2020-10-16,102900051004294,5.821,10.0,0,24
2020-10-16,102900051010455,7.102,10.0,0,16
2020-10-17,102900005115779,21.671,8.0,0,63
2020-10-17,102900005115793,1.889,14.0,0,4
2020-10-17,102900005115823,8.584,8.0,0,18
2020-10-17,102900005115854,7.563000000000001,4.0,0,10
2020-10-17,102900005115861,33.405,7.0,0,91
2020-10-17,102900005115878,9.952,12.0,0,24
2020-10-17,102900005115885,3.404,16.0,0,9
2020-10-17,102900005115908,7.187,5.0,0,17
2020-10-17,102900005115960,56.38,3.0,0,41
2020-10-17,102900005115984,13.774,8.0,0,36
2020-10-17,102900005116226,2.666,10.0,0,9
2020-10-17,102900005116233,5.026,12.0,0,20
2020-10-17,102900005116257,17.712,6.0,0,37
2020-10-17,102900005116509,4.849,8.0,0,8
2020-10-17,102900005116530,38.144,17.6,0,153
2020-10-17,102900005116547,22.702,8.0,0,57
2020-10-17,102900005116714,83.038,10.0,0,164
2020-10-17,102900005116790,7.883,8.0,0,10
2020-10-17,102900005116837,7.189,10.0,0,22
2020-10-17,102900005116899,87.11999999999999,7.0,4,130
2020-10-17,102900005116912,1.123,18.0,0,6
2020-10-17,102900005116943,1.245,14.0,0,8
2020-10-17,102900005117056,73.228,8.0,0,180
2020-10-17,102900005118817,35.069,10.0,0,104
2020-10-17,102900005118831,9.0,5.8,0,9
2020-10-17,102900005119944,2.136,18.0,0,9
2020-10-17,102900005125808,2.249,18.0,0,26
2020-10-17,102900005125815,5.601,11.0,0,19
2020-10-17,102900011000328,7.088,14.0,0,25
2020-10-17,102900011001219,0.7939999999999999,25.8,0,3
2020-10-17,102900011001806,4.0,6.9,0,4
2020-10-17,102900011001813,13.0,3.9,0,13
2020-10-17,102900011006689,8.161,6.0,0,21
2020-10-17,102900011008164,10.135,6.0,0,26
2020-10-17,102900011008522,10.171,10.0,0,12
2020-10-17,102900011009246,1.001,14.0,0,5
2020-10-17,102900011009444,5.862,7.0,0,13
2020-10-17,102900011009970,26.273,6.0,0,43
2020-10-17,102900011011546,7.0,4.9,0,7
2020-10-17,102900011012994,6.0,4.9,0,6
2020-10-17,102900011013274,2.0,7.9,0,2
2020-10-17,102900011018095,6.0,6.8,0,6
2020-10-17,102900051000463,2.133,5.6,0,3
2020-10-17,102900051004294,4.859,10.0,0,26
2020-10-17,102900051010455,5.265000000000001,10.5,0,9
2020-10-18,102900005115779,28.461,8.0,0,72
2020-10-18,102900005115793,2.712,14.0,0,6
2020-10-18,102900005115823,7.97,8.0,0,19
2020-10-18,102900005115854,7.512,4.0,0,15
2020-10-18,102900005115861,31.746,7.0,0,87
2020-10-18,102900005115878,13.452,12.0,0,33
2020-10-18,102900005115885,2.573,16.0,0,8
2020-10-18,102900005115908,8.39,5.0,0,22
2020-10-18,102900005115960,43.258,3.0,0,34
2020-10-18,102900005115984,13.911,8.0,0,32
2020-10-18,102900005116226,0.15,10.0,0,1
2020-10-18,102900005116233,1.338,14.0,0,7
2020-10-18,102900005116257,15.151,6.0,0,31
2020-10-18,102900005116509,4.198,8.0,0,7
2020-10-18,102900005116530,45.805,17.6,0,168
2020-10-18,102900005116547,16.708,8.0,0,41
2020-10-18,102900005116714,67.181,10.0,0,130
2020-10-18,102900005116790,10.553,8.0,0,15
2020-10-18,102900005116837,7.507,10.0,0,19
2020-10-18,102900005116899,79.338,7.0,6,116
2020-10-18,102900005116912,1.84,18.0,0,8
2020-10-18,102900005116943,1.546,16.0,0,10
2020-10-18,102900005117056,67.262,8.0,0,174
2020-10-18,102900005117209,0.736,25.8,0,2
2020-10-18,102900005118817,14.506,10.0,0,48
2020-10-18,102900005118831,6.0,5.8,0,6
2020-10-18,102900005119944,2.045,18.0,0,7
2020-10-18,102900005123880,0.985,12.0,0,3
2020-10-18,102900005125808,3.446,18.0,0,30
2020-10-18,102900005125815,5.384,11.0,0,18
2020-10-18,102900011000328,6.453,14.0,0,20
2020-10-18,102900011001806,6.0,6.9,0,6
2020-10-18,102900011001813,8.0,3.9,0,8
2020-10-18,102900011006689,3.412,6.0,0,9
2020-10-18,102900011008164,8.094,6.0,0,20
2020-10-18,102900011008522,9.548,10.0,0,12
2020-10-18,102900011009246,0.836,14.0,0,4
2020-10-18,102900011009444,9.987,7.0,0,22
2020-10-18,102900011009970,24.416,6.0,0,43
2020-10-18,102900011011546,9.0,4.9,0,9
2020-10-18,102900011012994,3.0,4.9,0,3
2020-10-18,102900011013274,4.0,7.9,0,4
2020-10-18,102900011018095,3.0,6.8,0,3
2020-10-18,102900051000463,7.025,5.6,0,12
2020-10-18,102900051004294,6.331,10.0,0,33
2020-10-18,102900051010455,14.637,10.0,0,30
2020-10-19,102900005115779,10.443,8.0,0,31
2020-10-19,102900005115793,1.831,14.0,0,4
2020-10-19,102900005115823,6.179,8.0,0,13
2020-10-19,102900005115861,18.215,7.0,0,45
2020-10-19,102900005115878,6.894,12.0,0,18
2020-10-19,102900005115885,2.228,16.0,0,7
2020-10-19,102900005115908,28.391,5.0,0,55
2020-10-19,102900005115960,38.996,3.0,0,33
2020-10-19,102900005115984,4.287,8.0,0,12
2020-10-19,102900005116226,0.882,10.0,0,3
2020-10-19,102900005116233,2.99,14.0,0,13
2020-10-19,102900005116257,7.107,6.0,0,16
2020-10-19,102900005116509,0.827,8.0,0,2
2020-10-19,102900005116530,10.913,19.8,0,49
2020-10-19,102900005116547,12.647,8.0,0,28
2020-10-19,102900005116714,36.458,10.0,0,74
2020-10-19,102900005116790,0.639,8.0,0,1
2020-10-19,102900005116837,4.551,10.0,0,18
2020-10-19,102900005116899,40.6,7.0,2,60
2020-10-19,102900005116912,0.14,18.0,0,2
2020-10-19,102900005116943,2.016,16.0,0,13
2020-10-19,102900005117056,41.3,8.0,0,117
2020-10-19,102900005117209,0.501,25.8,0,2
2020-10-19,102900005118817,9.03,10.0,0,25
2020-10-19,102900005118831,5.0,6.8,0,5
2020-10-19,102900005119944,0.406,18.0,0,3
2020-10-19,102900005123880,0.351,12.0,0,1
2020-10-19,102900005125808,0.7070000000000001,19.8,0,11
2020-10-19,102900005125815,4.681,11.0,0,15
2020-10-19,102900011000328,2.911,14.0,0,9
2020-10-19,102900011001219,0.663,25.8,0,2
2020-10-19,102900011001813,6.0,3.9,0,6
2020-10-19,102900011006689,2.743,6.0,0,10
2020-10-19,102900011008164,6.471,6.0,0,16
2020-10-19,102900011008522,3.567,10.0,0,4
2020-10-19,102900011009444,8.081,7.0,0,14
2020-10-19,102900011009970,20.954,6.0,0,40
2020-10-19,102900011011546,5.0,4.9,0,5
2020-10-19,102900011012994,4.0,4.9,0,4
2020-10-19,102900011013274,3.0,7.9,0,3
2020-10-19,102900011018095,7.0,6.8,0,7
2020-10-19,102900051000463,4.015000000000001,5.6,0,3
2020-10-19,102900051004294,4.369,10.0,0,19
2020-10-19,102900051010455,7.795,8.0,0,14
2020-10-20,102900005115779,20.583,10.0,0,50
2020-10-20,102900005115793,2.638,12.0,0,4
2020-10-20,102900005115823,9.624,8.0,0,17
2020-10-20,102900005115861,21.092,7.0,0,41
2020-10-20,102900005115878,8.322,12.0,0,24
2020-10-20,102900005115885,2.841,16.0,0,10
2020-10-20,102900005115908,10.88,5.0,0,22
2020-10-20,102900005115960,26.41,3.0,0,28
2020-10-20,102900005115984,3.058,8.0,0,9
2020-10-20,102900005116226,1.373,10.0,0,4
2020-10-20,102900005116233,3.191,14.0,0,13
2020-10-20,102900005116257,8.296,6.0,0,18
2020-10-20,102900005116509,2.281,8.0,0,4
2020-10-20,102900005116530,9.234,19.8,0,40
2020-10-20,102900005116547,10.151,8.0,0,22
2020-10-20,102900005116714,14.263,10.0,0,30
2020-10-20,102900005116790,2.644,8.0,0,4
2020-10-20,102900005116837,5.415,10.0,0,15
2020-10-20,102900005116899,49.434000000000005,7.0,5,70
2020-10-20,102900005116912,0.489,18.0,0,2
2020-10-20,102900005116943,0.713,16.0,0,6
2020-10-20,102900005117056,33.924,8.0,0,92
