销售日期,单品编码,销售单价(元/千克),销售类型,是否打折销售,打折/原价的计数总量,销量(千克)
2020-10-27,102900005116530,18.0,1,0,49,11.326
2020-10-27,102900005116547,8.0,1,0,15,6.219
2020-10-27,102900005116714,10.0,1,0,46,21.929
2020-10-27,102900005116790,6.0,1,0,4,2.258
2020-10-27,102900005116837,8.0,1,0,19,6.655
2020-10-27,102900005116899,6.0,1,1,1,0.518
2020-10-27,102900005116899,8.0,1,0,33,20.755
2020-10-27,102900005116943,18.0,1,0,6,0.968
2020-10-27,102900005117056,8.0,1,0,91,32.58
2020-10-27,102900005118817,6.0,1,0,28,8.782
2020-10-27,102900005118831,5.9,1,0,4,4.0
2020-10-27,102900005122654,19.8,1,0,4,0.9550000000000001
2020-10-27,102900005123880,12.0,1,0,2,0.401
2020-10-27,102900005125808,29.8,1,0,13,1.158
2020-10-27,102900005125815,10.0,1,0,9,2.308
2020-10-27,102900011000328,14.0,1,0,14,3.6959999999999997
2020-10-27,102900011001219,29.8,1,0,1,0.275
2020-10-27,102900011001806,6.9,1,0,2,2.0
2020-10-27,102900011001813,3.9,1,0,5,5.0
2020-10-27,102900011008164,6.0,1,0,16,7.71
2020-10-27,102900011008522,10.0,1,0,3,2.374
2020-10-27,102900011009444,7.0,1,0,8,4.211
2020-10-27,102900011009970,7.0,1,0,3,1.376
2020-10-27,102900011011546,4.5,1,0,8,8.0
2020-10-27,102900011012994,5.9,1,0,5,5.0
2020-10-27,102900011013274,7.9,1,0,4,4.0
2020-10-27,102900011018095,6.8,1,0,6,6.0
2020-10-27,102900051000463,5.6,1,0,3,1.9
2020-10-27,102900051004294,12.0,1,0,18,3.341
2020-10-27,102900051010455,10.0,1,0,3,2.495
2020-10-28,102900005115779,10.0,1,0,31,9.121
2020-10-28,102900005115793,12.0,1,0,5,2.038
2020-10-28,102900005115823,6.0,1,0,10,4.665
2020-10-28,102900005115854,4.0,1,0,7,3.995
2020-10-28,102900005115861,6.6,1,0,64,25.23
2020-10-28,102900005115878,7.0,1,0,27,10.002
2020-10-28,102900005115885,14.0,1,0,7,3.163
2020-10-28,102900005115908,5.6,1,0,14,6.455
2020-10-28,102900005115960,2.0,1,0,48,52.582
2020-10-28,102900005115984,8.0,1,0,10,4.524
2020-10-28,102900005116226,10.0,1,0,4,1.062
2020-10-28,102900005116233,18.0,1,0,4,0.84
2020-10-28,102900005116257,7.0,1,0,7,3.3970000000000002
2020-10-28,102900005116509,4.0,1,0,6,2.638
2020-10-28,102900005116530,18.0,1,0,48,13.792
2020-10-28,102900005116547,6.0,1,0,38,14.866999999999999
2020-10-28,102900005116714,10.0,1,0,35,15.998
2020-10-28,102900005116790,6.0,1,0,11,6.691
2020-10-28,102900005116837,6.0,1,0,22,6.439
2020-10-28,102900005116899,6.0,1,1,26,17.793
2020-10-28,102900005116899,8.0,1,0,27,14.625
2020-10-28,102900005116943,19.8,1,0,4,0.475
2020-10-28,102900005117056,8.0,1,0,99,38.087
2020-10-28,102900005118817,7.0,1,0,44,17.557
2020-10-28,102900005118831,5.9,1,0,7,7.0
2020-10-28,102900005122654,16.0,1,0,6,1.258
2020-10-28,102900005123880,12.0,1,0,1,0.401
2020-10-28,102900005125808,29.8,1,0,19,2.1310000000000002
2020-10-28,102900005125815,12.0,1,0,8,2.713
2020-10-28,102900011000328,16.0,1,0,9,2.4210000000000003
2020-10-28,102900011001806,6.9,1,0,3,3.0
2020-10-28,102900011001813,3.9,1,0,15,15.0
2020-10-28,102900011008164,6.0,1,0,16,5.084
2020-10-28,102900011008522,10.0,1,0,7,5.832
2020-10-28,102900011009246,14.0,1,0,2,0.4
2020-10-28,102900011009444,7.0,1,0,9,4.643
2020-10-28,102900011009970,8.0,1,0,23,14.299
2020-10-28,102900011011546,4.5,1,0,8,8.0
2020-10-28,102900011012994,5.9,1,0,2,2.0
2020-10-28,102900011013274,7.9,1,0,5,5.0
2020-10-28,102900011018095,6.8,1,0,4,4.0
2020-10-28,102900051000463,5.6,1,0,3,1.56
2020-10-28,102900051004294,14.0,1,0,22,3.978
2020-10-28,102900051010455,10.0,1,0,4,2.345
2020-10-29,102900005115779,10.0,1,0,39,14.62
2020-10-29,102900005115793,12.0,1,0,3,1.036
2020-10-29,102900005115823,6.0,1,0,7,2.8939999999999997
2020-10-29,102900005115854,4.0,1,0,10,5.124
2020-10-29,102900005115861,6.6,1,0,21,7.752
2020-10-29,102900005115878,7.0,1,0,14,6.22
2020-10-29,102900005115885,14.0,1,0,5,2.282
2020-10-29,102900005115908,5.6,1,0,11,5.682
2020-10-29,102900005115960,2.0,1,0,31,34.397
2020-10-29,102900005115984,8.0,1,0,7,3.12
2020-10-29,102900005116226,10.0,1,0,4,1.4529999999999998
2020-10-29,102900005116233,18.0,1,0,8,1.875
2020-10-29,102900005116257,7.0,1,0,12,7.767
2020-10-29,102900005116509,6.0,1,0,7,2.926
2020-10-29,102900005116530,18.0,1,0,52,12.781
2020-10-29,102900005116547,6.0,1,0,29,13.266
2020-10-29,102900005116714,9.2,1,0,27,13.9
2020-10-29,102900005116790,5.0,1,0,9,4.539
2020-10-29,102900005116837,6.0,1,0,24,6.856
2020-10-29,102900005116899,8.0,1,0,25,15.828
2020-10-29,102900005116943,19.8,1,0,6,1.162
2020-10-29,102900005117056,8.0,1,0,103,40.293
2020-10-29,102900005117209,29.8,1,0,1,0.346
2020-10-29,102900005118817,8.0,1,0,44,13.478
2020-10-29,102900005118831,5.9,1,0,3,3.0
2020-10-29,102900005122654,12.0,1,0,1,0.209
2020-10-29,102900005123880,12.0,1,0,3,0.794
2020-10-29,102900005125808,29.8,1,0,15,1.054
2020-10-29,102900005125815,12.0,1,0,11,3.741
2020-10-29,102900011000328,16.0,1,0,11,2.909
2020-10-29,102900011001219,33.8,1,0,1,0.13
2020-10-29,102900011001806,6.9,1,0,8,8.0
2020-10-29,102900011001813,3.5,1,0,4,4.0
2020-10-29,102900011006689,4.0,1,0,8,4.272
2020-10-29,102900011008164,6.0,1,0,19,7.124
2020-10-29,102900011008522,8.0,1,0,4,2.4059999999999997
2020-10-29,102900011009246,14.0,1,0,2,0.40700000000000003
2020-10-29,102900011009444,7.0,1,0,2,0.731
2020-10-29,102900011009970,8.0,1,0,17,11.002
2020-10-29,102900011011546,4.5,1,0,7,7.0
2020-10-29,102900011012994,5.9,1,0,10,12.0
2020-10-29,102900011013274,6.9,1,0,7,7.0
2020-10-29,102900011018095,6.8,1,0,6,6.0
2020-10-29,102900051000463,5.6,1,0,6,3.012
2020-10-29,102900051004294,14.0,1,0,14,2.638
2020-10-29,102900051010455,10.0,1,0,5,2.396
2020-10-30,102900005115168,5.0,1,0,17,6.4270000000000005
2020-10-30,102900005115779,10.0,1,0,38,13.231
2020-10-30,102900005115793,14.0,1,0,6,2.775
2020-10-30,102900005115823,6.0,1,0,12,4.465
2020-10-30,102900005115854,4.0,1,0,15,7.788
2020-10-30,102900005115861,6.6,1,0,60,24.07
2020-10-30,102900005115878,6.0,1,0,23,8.911999999999999
2020-10-30,102900005115885,14.0,1,0,6,2.175
2020-10-30,102900005115908,5.6,1,0,9,3.675
2020-10-30,102900005115960,2.0,1,0,34,45.71
2020-10-30,102900005115984,8.0,1,0,13,4.95
2020-10-30,102900005116226,10.0,1,0,7,2.244
2020-10-30,102900005116233,18.0,1,0,7,1.2389999999999999
2020-10-30,102900005116257,6.0,1,0,8,2.675
2020-10-30,102900005116509,7.0,1,0,7,3.367
2020-10-30,102900005116530,18.0,1,0,78,17.127
2020-10-30,102900005116547,6.0,1,0,15,6.138
2020-10-30,102900005116714,9.2,1,0,38,18.452
2020-10-30,102900005116790,5.0,1,0,7,5.022
2020-10-30,102900005116837,6.0,1,0,19,6.857
2020-10-30,102900005116899,6.0,1,1,2,1.7400000000000002
2020-10-30,102900005116899,8.0,1,0,32,17.029
2020-10-30,102900005116943,25.8,1,0,6,0.624
2020-10-30,102900005117056,8.0,1,0,90,34.5
2020-10-30,102900005117209,33.8,1,0,1,0.364
2020-10-30,102900005118817,8.0,1,0,12,3.823
2020-10-30,102900005118831,5.9,1,0,2,2.0
2020-10-30,102900005122654,10.0,1,0,9,2.408
2020-10-30,102900005123880,12.0,1,0,1,0.301
2020-10-30,102900005125808,29.8,1,0,24,2.112
2020-10-30,102900005125815,10.0,1,0,10,2.396
2020-10-30,102900011000328,16.0,1,0,7,2.179
2020-10-30,102900011001219,33.8,1,0,2,0.657
2020-10-30,102900011001806,6.9,1,0,5,5.0
2020-10-30,102900011001813,3.5,1,0,13,13.0
2020-10-30,102900011006689,4.0,1,0,5,1.6320000000000001
2020-10-30,102900011008164,6.0,1,0,6,2.425
2020-10-30,102900011008522,8.0,1,0,9,5.963
2020-10-30,102900011009246,14.0,1,0,2,0.458
2020-10-30,102900011009444,8.0,1,0,12,4.124
2020-10-30,102900011009970,7.0,1,0,20,10.487
2020-10-30,102900011011546,4.5,1,0,9,9.0
2020-10-30,102900011012871,116.0,1,0,2,0.254
2020-10-30,102900011012994,5.9,1,0,5,5.0
2020-10-30,102900011013274,6.9,1,0,5,5.0
2020-10-30,102900011018095,6.8,1,0,4,4.0
2020-10-30,102900051000463,5.6,1,0,4,2.026
2020-10-30,102900051004294,14.0,1,0,13,2.2319999999999998
2020-10-30,102900051010455,10.0,1,0,1,0.792
2020-10-31,102900005115168,5.0,1,0,16,7.2509999999999994
2020-10-31,102900005115779,10.0,1,0,66,24.305
2020-10-31,102900005115823,7.0,1,0,16,7.265
2020-10-31,102900005115854,4.0,1,0,11,6.281
2020-10-31,102900005115861,4.0,1,0,31,11.962
2020-10-31,102900005115878,4.0,1,0,36,14.956
2020-10-31,102900005115885,14.0,1,0,12,4.859
2020-10-31,102900005115908,5.6,1,0,33,13.968
2020-10-31,102900005115960,2.0,1,0,59,63.291
2020-10-31,102900005115984,6.0,1,0,86,37.496
2020-10-31,102900005116226,10.0,1,0,9,2.0540000000000003
2020-10-31,102900005116233,18.0,1,0,16,3.828
2020-10-31,102900005116257,6.0,1,0,18,8.794
2020-10-31,102900005116509,7.0,1,0,7,3.724
2020-10-31,102900005116530,18.0,1,0,157,39.348
2020-10-31,102900005116547,6.0,1,0,53,20.587
2020-10-31,102900005116714,9.2,1,0,122,60.735
2020-10-31,102900005116790,6.0,1,0,6,3.998
2020-10-31,102900005116837,6.0,1,0,22,8.914
2020-10-31,102900005116899,6.0,1,1,9,5.702
2020-10-31,102900005116899,8.0,1,0,102,73.563
2020-10-31,102900005116943,25.8,1,0,8,1.899
2020-10-31,102900005117056,8.0,1,0,147,57.773
2020-10-31,102900005117209,25.8,1,0,2,0.764
2020-10-31,102900005118817,8.0,1,0,27,10.141
2020-10-31,102900005118831,5.9,1,0,8,8.0
2020-10-31,102900005122654,10.0,1,0,35,8.149000000000001
2020-10-31,102900005123880,12.0,1,0,3,0.877
2020-10-31,102900005125808,29.8,1,0,26,2.454
2020-10-31,102900005125815,10.0,1,0,16,4.371
2020-10-31,102900011000328,16.0,1,0,22,7.411
2020-10-31,102900011001219,25.8,1,0,1,0.298
2020-10-31,102900011001806,6.9,1,0,4,4.0
2020-10-31,102900011001813,3.5,1,0,12,12.0
2020-10-31,102900011008164,6.0,1,0,25,10.386
2020-10-31,102900011008522,8.0,1,0,14,10.502
2020-10-31,102900011009246,14.0,1,0,7,1.554
2020-10-31,102900011009444,8.0,1,0,1,0.414
2020-10-31,102900011009970,7.0,1,0,44,21.966
2020-10-31,102900011011546,4.5,1,0,13,13.0
2020-10-31,102900011012871,116.0,1,0,4,0.51
2020-10-31,102900011012994,5.9,1,0,11,11.0
2020-10-31,102900011013274,6.9,1,0,10,10.0
2020-10-31,102900011018095,6.8,1,0,10,10.0
2020-10-31,102900051000463,5.6,1,0,6,3.567
2020-10-31,102900051004294,14.0,1,0,23,3.934
2020-10-31,102900051010455,10.0,1,0,13,5.292
2020-11-01,102900005115168,4.6,1,0,28,13.126
2020-11-01,102900005115779,10.0,1,0,36,13.43
2020-11-01,102900005115793,12.0,1,0,5,2.213
2020-11-01,102900005115823,7.0,1,0,11,3.383
2020-11-01,102900005115854,3.0,1,0,9,4.798
2020-11-01,102900005115861,4.0,1,0,39,16.132
2020-11-01,102900005115878,4.0,1,0,22,7.564
2020-11-01,102900005115885,14.0,1,0,9,3.533
2020-11-01,102900005115908,5.6,1,0,28,11.35
2020-11-01,102900005115960,2.0,1,0,62,60.06
2020-11-01,102900005115984,6.0,1,0,59,28.835
2020-11-01,102900005116226,10.0,1,0,11,2.5860000000000003
2020-11-01,102900005116233,18.0,1,0,4,0.862
2020-11-01,102900005116257,6.6,1,0,13,4.714
2020-11-01,102900005116509,7.0,1,0,7,4.17
2020-11-01,102900005116530,18.0,1,0,129,36.332
2020-11-01,102900005116547,6.0,1,0,45,20.068
2020-11-01,102900005116714,9.6,1,0,96,53.91
2020-11-01,102900005116790,6.0,1,0,8,6.304
2020-11-01,102900005116837,6.0,1,0,17,7.3580000000000005
2020-11-01,102900005116899,6.0,1,1,20,16.457
2020-11-01,102900005116899,8.0,1,0,85,54.875
2020-11-01,102900005116943,25.8,1,0,13,2.0020000000000002
2020-11-01,102900005117056,7.0,1,0,137,55.845
2020-11-01,102900005117209,27.8,1,0,5,1.322
2020-11-01,102900005118817,8.0,1,0,29,8.901
2020-11-01,102900005118831,4.9,1,0,5,5.0
2020-11-01,102900005122654,8.0,1,0,7,1.905
2020-11-01,102900005123880,12.0,1,0,6,1.343
2020-11-01,102900005125808,29.8,1,0,26,2.694
2020-11-01,102900005125815,10.0,1,0,12,4.209
2020-11-01,102900011000328,16.0,1,0,11,3.7609999999999997
2020-11-01,102900011001219,27.8,1,0,2,0.601
2020-11-01,102900011001806,6.9,1,0,1,1.0
2020-11-01,102900011001813,3.5,1,0,12,12.0
2020-11-01,102900011008164,6.0,1,0,24,9.145
2020-11-01,102900011008522,8.0,1,0,9,6.705
2020-11-01,102900011009444,8.0,1,0,4,1.667
2020-11-01,102900011009970,6.0,1,0,26,15.152000000000001
2020-11-01,102900011011546,4.5,1,0,24,24.0
2020-11-01,102900011012994,5.9,1,0,10,10.0
2020-11-01,102900011013274,6.9,1,0,8,8.0
2020-11-01,102900011018095,6.8,1,0,5,5.0
2020-11-01,102900051000463,5.6,1,0,4,4.856
2020-11-01,102900051004294,14.0,1,0,18,2.706
2020-11-01,102900051010455,10.0,1,0,10,4.572
2020-11-02,102900005115779,10.0,1,0,26,11.262
2020-11-02,102900005115793,12.0,1,0,2,0.718
2020-11-02,102900005115823,7.0,1,0,12,5.903
2020-11-02,102900005115854,3.0,1,0,12,4.735
2020-11-02,102900005115861,4.0,1,0,23,11.058
2020-11-02,102900005115878,4.0,1,0,29,11.632
2020-11-02,102900005115908,5.6,1,0,20,7.743
2020-11-02,102900005115960,2.0,1,0,50,50.463
2020-11-02,102900005115984,6.0,1,0,12,4.249
2020-11-02,102900005116226,10.0,1,0,8,2.928
2020-11-02,102900005116233,18.0,1,0,13,3.2439999999999998
2020-11-02,102900005116257,7.0,1,0,7,2.924
2020-11-02,102900005116509,6.0,1,0,8,4.799
2020-11-02,102900005116530,19.8,1,0,56,14.778
2020-11-02,102900005116547,6.0,1,0,22,9.734
2020-11-02,102900005116714,9.6,1,0,44,20.803
2020-11-02,102900005116790,8.0,1,0,4,2.219
2020-11-02,102900005116837,6.0,1,0,20,7.743
2020-11-02,102900005116899,8.0,1,0,25,15.053
2020-11-02,102900005116943,25.8,1,0,10,2.2560000000000002
2020-11-02,102900005117056,7.0,1,0,95,35.978
2020-11-02,102900005117209,27.8,1,0,1,0.173
2020-11-02,102900005118817,6.0,1,1,2,0.786
2020-11-02,102900005118817,8.0,1,0,23,8.298
2020-11-02,102900005118831,4.9,1,0,4,4.0
2020-11-02,102900005122654,8.0,1,0,9,3.234
2020-11-02,102900005125808,33.8,1,0,18,2.064
2020-11-02,102900005125815,10.0,1,0,8,2.5149999999999997
2020-11-02,102900011000328,16.0,1,0,17,5.139
2020-11-02,102900011001806,6.9,1,0,4,4.0
2020-11-02,102900011001813,3.5,1,0,7,7.0
2020-11-02,102900011008164,5.0,1,0,33,15.039
2020-11-02,102900011008522,8.0,1,0,3,1.73
2020-11-02,102900011009246,14.0,1,0,2,0.551
2020-11-02,102900011009444,8.0,1,0,3,1.1280000000000001
2020-11-02,102900011009970,6.0,1,0,18,11.923
2020-11-02,102900011011546,4.5,1,0,9,9.0
2020-11-02,102900011012994,5.9,1,0,4,4.0
2020-11-02,102900011013274,6.9,1,0,6,6.0
2020-11-02,102900011018095,6.8,1,0,13,13.0
2020-11-02,102900051000463,5.6,1,0,4,2.527
2020-11-02,102900051004294,14.0,1,0,14,2.569
2020-11-02,102900051010455,10.0,1,0,3,1.373
2020-11-03,102900005115779,10.0,1,0,17,4.832
2020-11-03,102900005115793,12.0,1,0,1,0.359
2020-11-03,102900005115823,7.0,1,0,12,5.229
2020-11-03,102900005115854,3.0,1,0,5,1.645
2020-11-03,102900005115861,4.0,1,0,49,22.942
2020-11-03,102900005115878,4.0,1,0,37,14.171
2020-11-03,102900005115908,4.0,1,1,3,1.1560000000000001
2020-11-03,102900005115908,5.6,1,0,7,2.9400000000000004
2020-11-03,102900005115960,2.0,1,0,42,38.391
2020-11-03,102900005115984,7.0,1,0,7,3.998
2020-11-03,102900005116226,10.0,1,0,3,1.163
2020-11-03,102900005116233,18.0,1,0,8,1.35
2020-11-03,102900005116257,7.0,1,0,13,4.7
2020-11-03,102900005116509,6.0,1,0,4,1.99
2020-11-03,102900005116530,19.8,1,0,49,11.695
2020-11-03,102900005116547,6.0,1,0,25,10.067
2020-11-03,102900005116714,9.2,0,0,1,-0.425
2020-11-03,102900005116714,9.2,1,0,85,40.612
2020-11-03,102900005116790,8.0,1,0,3,1.867
2020-11-03,102900005116837,6.0,1,0,31,10.938
2020-11-03,102900005116899,6.0,1,1,4,1.4889999999999999
2020-11-03,102900005116899,8.0,1,0,25,14.238
2020-11-03,102900005116943,25.8,1,0,9,1.302
2020-11-03,102900005117056,6.0,1,0,127,55.675
2020-11-03,102900005117209,27.8,1,0,2,0.579
2020-11-03,102900005118817,6.0,1,0,3,1.02
2020-11-03,102900005118817,8.0,1,0,38,13.275
2020-11-03,102900005118831,2.2,1,1,1,1.0
2020-11-03,102900005118831,5.9,1,0,3,3.0
2020-11-03,102900005122654,8.0,1,0,9,4.022
2020-11-03,102900005123880,12.0,1,0,3,1.052
2020-11-03,102900005125808,33.8,1,0,15,1.725
2020-11-03,102900005125815,10.0,1,0,5,1.1829999999999998
2020-11-03,102900011000328,16.0,1,0,8,2.572
2020-11-03,102900011001806,6.9,0,0,1,-1.0
2020-11-03,102900011001806,6.9,1,0,4,4.0
2020-11-03,102900011001813,3.5,1,0,9,9.0
2020-11-03,102900011008164,4.0,1,1,2,1.232
2020-11-03,102900011008164,5.0,1,0,18,8.334
2020-11-03,102900011008522,8.0,1,0,5,4.311
2020-11-03,102900011009246,14.0,1,0,2,0.458
2020-11-03,102900011009444,7.6,1,0,2,1.2530000000000001
2020-11-03,102900011009970,6.0,1,0,20,11.758
2020-11-03,102900011011546,4.5,1,0,7,7.0
2020-11-03,102900011012994,5.9,1,0,2,2.0
2020-11-03,102900011013274,6.9,1,0,5,5.0
2020-11-03,102900011018095,6.8,1,0,4,4.0
2020-11-03,102900051000463,5.6,1,0,4,2.903
2020-11-03,102900051004294,14.0,1,0,12,1.4160000000000001
2020-11-03,102900051010455,10.0,1,0,3,1.343
2020-11-04,102900005115779,10.0,1,0,29,9.032
2020-11-04,102900005115823,7.0,1,0,8,4.042
2020-11-04,102900005115854,3.0,1,0,4,1.779
2020-11-04,102900005115861,4.0,1,0,31,14.975
2020-11-04,102900005115878,4.0,1,0,23,8.52
2020-11-04,102900005115908,5.6,1,0,8,3.227
2020-11-04,102900005115960,2.0,1,0,50,47.332
2020-11-04,102900005115984,7.0,1,0,20,9.186
2020-11-04,102900005116226,10.0,1,0,4,0.751
2020-11-04,102900005116233,19.8,1,0,6,1.46
2020-11-04,102900005116257,7.0,1,0,13,5.776
2020-11-04,102900005116509,6.0,1,0,6,2.977
2020-11-04,102900005116530,18.0,1,0,44,10.114
2020-11-04,102900005116547,6.0,1,0,23,9.566
2020-11-04,102900005116714,7.6,1,0,99,52.705
2020-11-04,102900005116790,7.0,1,0,4,2.192
2020-11-04,102900005116837,6.0,1,0,13,4.146
2020-11-04,102900005116899,8.0,1,0,32,18.183
2020-11-04,102900005116943,25.8,1,0,6,0.612
2020-11-04,102900005117056,6.0,1,0,116,48.883
2020-11-04,102900005118817,8.0,1,0,10,3.433
2020-11-04,102900005118831,5.9,1,0,1,1.0
2020-11-04,102900005122654,8.0,1,0,12,3.899
2020-11-04,102900005123880,12.0,1,0,7,2.288
2020-11-04,102900005125808,33.8,1,0,20,2.084
2020-11-04,102900005125815,10.0,1,0,6,1.713
2020-11-04,102900011000328,16.0,1,0,8,2.936
2020-11-04,102900011001806,6.9,1,0,4,4.0
2020-11-04,102900011001813,2.5,1,0,144,145.0
2020-11-04,102900011008164,5.0,1,0,12,4.256
2020-11-04,102900011008522,8.0,1,0,9,8.359
2020-11-04,102900011009246,14.0,1,0,3,0.801
2020-11-04,102900011009444,7.6,1,0,2,0.712
2020-11-04,102900011009970,5.0,1,0,31,14.822
2020-11-04,102900011011546,4.5,1,0,12,12.0
2020-11-04,102900011012994,5.9,1,0,2,2.0
2020-11-04,102900011013274,6.9,1,0,6,6.0
2020-11-04,102900051000463,5.6,1,0,1,1.237
2020-11-04,102900051004294,14.0,1,0,5,0.717
2020-11-04,102900051010455,10.0,1,0,2,0.882
2020-11-05,102900005115779,10.0,1,0,35,15.806000000000001
2020-11-05,102900005115793,12.0,1,0,1,0.359
2020-11-05,102900005115823,7.0,1,0,6,2.966
2020-11-05,102900005115861,4.0,1,0,38,16.56
2020-11-05,102900005115878,3.0,1,0,52,21.581
2020-11-05,102900005115908,5.6,1,0,10,4.3740000000000006
2020-11-05,102900005115960,2.0,1,0,46,39.855
2020-11-05,102900005115984,7.0,1,0,13,5.072
2020-11-05,102900005116226,10.0,1,0,5,2.014
2020-11-05,102900005116233,19.8,1,0,11,2.137
2020-11-05,102900005116257,7.0,1,0,15,5.301
2020-11-05,102900005116509,6.0,1,0,4,2.709
2020-11-05,102900005116530,18.0,1,0,58,13.285
2020-11-05,102900005116547,6.0,1,0,22,8.679
2020-11-05,102900005116714,7.6,1,0,81,43.779
2020-11-05,102900005116790,7.0,1,0,2,0.702
2020-11-05,102900005116837,6.0,1,0,17,5.537
2020-11-05,102900005116899,8.0,1,0,14,8.347
2020-11-05,102900005116943,25.8,1,0,2,0.268
2020-11-05,102900005117056,7.0,1,0,81,31.747
2020-11-05,102900005117209,27.8,1,0,3,1.097
2020-11-05,102900005118817,8.0,1,0,19,6.679
2020-11-05,102900005118831,5.9,1,0,6,6.0
2020-11-05,102900005122654,8.0,1,0,6,2.205
2020-11-05,102900005123880,12.0,1,0,1,0.276
2020-11-05,102900005125808,33.8,1,0,13,1.6380000000000001
2020-11-05,102900005125815,10.0,1,0,9,2.395
2020-11-05,102900011000328,16.0,1,0,7,2.635
2020-11-05,102900011001219,27.8,1,0,3,0.802
2020-11-05,102900011001806,6.9,1,0,3,3.0
2020-11-05,102900011001813,2.5,1,0,81,81.0
2020-11-05,102900011006689,2.0,1,0,12,4.043
2020-11-05,102900011008164,5.0,1,0,31,12.952
2020-11-05,102900011008522,8.0,1,0,7,5.729
2020-11-05,102900011009246,14.0,1,0,1,0.193
2020-11-05,102900011009970,5.0,1,0,24,13.575
2020-11-05,102900011011546,4.5,1,0,4,4.0
2020-11-05,102900011012994,5.9,1,0,4,4.0
2020-11-05,102900011013274,6.9,1,0,7,7.0
2020-11-05,102900051000463,5.6,1,0,2,1.057
2020-11-05,102900051004294,14.0,1,0,12,2.6679999999999997
2020-11-05,102900051010455,10.0,1,0,3,1.444
2020-11-06,102900005115779,10.0,1,0,17,7.115
2020-11-06,102900005115823,7.0,1,0,4,1.591
2020-11-06,102900005115854,3.0,1,0,3,1.175
2020-11-06,102900005115861,4.0,1,0,56,28.32
2020-11-06,102900005115878,3.0,1,0,28,11.012
2020-11-06,102900005115885,14.0,1,0,6,2.203
2020-11-06,102900005115908,5.6,1,0,22,8.769
2020-11-06,102900005115960,2.0,1,0,48,42.533
2020-11-06,102900005115984,7.0,1,0,19,6.506
2020-11-06,102900005116226,10.0,1,0,6,1.502
2020-11-06,102900005116233,19.8,1,0,11,2.093
2020-11-06,102900005116257,6.0,1,0,10,3.9459999999999997
2020-11-06,102900005116509,6.0,1,0,1,0.652
2020-11-06,102900005116530,18.0,1,0,49,12.051
2020-11-06,102900005116547,6.0,0,0,1,-0.435
2020-11-06,102900005116547,6.0,1,0,25,10.488
2020-11-06,102900005116714,7.6,1,0,43,21.562
2020-11-06,102900005116790,5.0,1,0,2,0.964
2020-11-06,102900005116837,6.0,1,0,23,9.267
2020-11-06,102900005116899,6.0,1,1,3,1.8730000000000002
2020-11-06,102900005116899,8.0,1,0,23,11.57
2020-11-06,102900005116943,25.8,1,0,8,0.869
2020-11-06,102900005117056,7.0,1,0,95,37.498
2020-11-06,102900005117209,27.8,1,0,2,0.508
2020-11-06,102900005118817,8.0,1,0,35,13.613
2020-11-06,102900005118831,5.9,1,0,5,5.0
2020-11-06,102900005122654,8.0,1,0,10,3.797
2020-11-06,102900005123880,12.0,1,0,6,1.669
2020-11-06,102900005125808,33.8,1,0,15,1.512
2020-11-06,102900005125815,10.0,1,0,13,3.037
2020-11-06,102900011000328,16.0,1,0,7,1.6789999999999998
2020-11-06,102900011001219,27.8,1,0,1,0.345
2020-11-06,102900011001806,6.9,1,0,6,6.0
2020-11-06,102900011001813,2.5,1,0,24,24.0
2020-11-06,102900011008164,4.0,1,0,4,2.412
2020-11-06,102900011008522,8.0,1,0,7,6.052
2020-11-06,102900011009246,14.0,1,0,3,0.745
2020-11-06,102900011009444,7.6,1,0,4,1.439
2020-11-06,102900011009970,4.0,1,0,126,73.574
2020-11-06,102900011011546,4.5,1,0,11,11.0
2020-11-06,102900011013274,6.9,1,0,4,4.0
2020-11-06,102900051000463,5.6,1,0,2,1.1829999999999998
2020-11-06,102900051004294,14.0,1,0,11,1.612
2020-11-06,102900051010455,10.0,1,0,5,1.524
2020-11-07,102900005115779,10.0,1,0,35,13.267000000000001
2020-11-07,102900005115823,7.0,1,0,23,14.518
2020-11-07,102900005115854,3.0,1,0,9,3.96
2020-11-07,102900005115861,4.0,1,0,46,20.078
2020-11-07,102900005115878,3.0,1,0,34,16.816
2020-11-07,102900005115885,14.0,1,0,7,2.741
2020-11-07,102900005115908,5.6,1,0,11,5.734
2020-11-07,102900005115960,2.0,0,0,1,-0.707
2020-11-07,102900005115960,2.0,1,0,49,44.955
2020-11-07,102900005115984,7.0,1,0,19,7.822
2020-11-07,102900005116226,10.0,1,0,9,3.297
2020-11-07,102900005116233,16.0,1,0,27,5.613
2020-11-07,102900005116257,6.0,1,0,13,5.335
2020-11-07,102900005116509,6.0,1,0,6,2.96
2020-11-07,102900005116530,18.0,1,0,131,38.902
2020-11-07,102900005116547,6.0,1,0,43,19.447
2020-11-07,102900005116714,7.6,1,0,124,60.544
2020-11-07,102900005116790,4.0,1,0,81,64.226
2020-11-07,102900005116837,6.0,1,0,18,8.446
2020-11-07,102900005116899,6.0,1,1,13,10.905
2020-11-07,102900005116899,8.0,1,0,85,60.508
2020-11-07,102900005116943,25.8,1,0,4,0.391
2020-11-07,102900005117056,7.0,1,0,115,44.808
2020-11-07,102900005117209,21.8,1,0,3,1.013
2020-11-07,102900005118817,8.0,1,0,27,8.924
2020-11-07,102900005118831,5.9,1,0,5,5.0
2020-11-07,102900005122654,8.0,1,0,13,6.041
