销售年月,单品编码,销量(千克),打折数量,原价数量
2021-06,102900005116899,130.807,0,267
2021-06,102900005116912,26.259,1,120
2021-06,102900005116943,34.235,0,241
2021-06,102900005117209,0.889,0,4
2021-06,102900005118572,91.47,0,193
2021-06,102900005118817,159.645,1,447
2021-06,102900005118824,162.949,0,496
2021-06,102900005118831,152.0,0,152
2021-06,102900005119098,88.96,79,277
2021-06,102900005119944,40.374,1,183
2021-06,102900005119968,6.629,0,34
2021-06,102900005119975,402.947,0,1011
2021-06,102900005123880,0.371,0,2
2021-06,102900005125808,81.27,3,833
2021-06,102900005125815,101.819,0,322
2021-06,102900011000328,447.576,3,1281
2021-06,102900011001219,0.17,0,1
2021-06,102900011001806,32.0,0,32
2021-06,102900011002414,3.88,0,15
2021-06,102900011006689,43.848,1,122
2021-06,102900011006948,66.067,0,127
2021-06,102900011006955,2.168,0,9
2021-06,102900011007464,2.705,0,17
2021-06,102900011008133,4.4079999999999995,0,9
2021-06,102900011008164,163.514,0,393
2021-06,102900011008485,10.876000000000001,8,10
2021-06,102900011009246,14.433,0,57
2021-06,102900011009444,38.82,0,84
2021-06,102900011009970,476.764,0,821
2021-06,102900011011546,5.0,0,5
2021-06,102900011012994,23.0,0,23
2021-06,102900011013274,78.0,0,78
2021-06,102900011016701,1050.548,3,2596
2021-06,102900011022030,83.0,4,79
2021-06,102900011022764,14.141000000000002,0,33
2021-06,102900011026502,6.32,0,44
2021-06,102900051000463,62.023,0,103
2021-06,102900051000944,34.742,0,121
2021-06,102900051004294,81.656,0,372
2021-06,102900051009336,5.976,0,46
2021-06,102900051010455,213.607,0,395
2021-06,102900051010790,1.2369999999999999,0,9
2021-06,106949711300068,99.0,1,89
2021-06,106958851400125,70.0,0,70
2021-07,102900005115762,207.896,1,389
2021-07,102900005115779,1287.41,448,2658
2021-07,102900005115786,442.607,0,1019
2021-07,102900005115793,126.221,0,288
2021-07,102900005115816,13.553,0,27
2021-07,102900005115823,305.652,1,717
2021-07,102900005115861,0.426,0,1
2021-07,102900005115908,222.683,0,544
2021-07,102900005115946,126.111,0,288
2021-07,102900005115960,490.704,0,457
2021-07,102900005115984,394.695,1,952
2021-07,102900005116219,52.041000000000004,0,244
2021-07,102900005116226,31.235,0,96
2021-07,102900005116233,72.704,0,334
2021-07,102900005116257,434.56,0,865
2021-07,102900005116509,157.365,1,248
2021-07,102900005116530,272.932,1,1269
2021-07,102900005116547,207.28300000000002,0,481
2021-07,102900005116714,915.093,363,1731
2021-07,102900005116790,222.535,0,321
2021-07,102900005116899,320.251,134,538
2021-07,102900005116912,41.565,1,200
2021-07,102900005116943,24.176000000000002,0,172
2021-07,102900005117209,0.883,0,4
2021-07,102900005117353,4.0,0,4
2021-07,102900005118572,0.898,0,1
2021-07,102900005118817,229.309,0,619
2021-07,102900005118824,97.723,1,270
2021-07,102900005118831,194.0,0,194
2021-07,102900005119098,73.507,24,316
2021-07,102900005119944,36.164,1,150
2021-07,102900005119968,42.427,0,219
2021-07,102900005119975,378.141,0,913
2021-07,102900005123880,0.191,0,1
2021-07,102900005125808,89.618,0,875
2021-07,102900005125815,123.009,7,405
2021-07,102900011000328,289.786,13,877
2021-07,102900011000335,4.289,0,8
2021-07,102900011000861,15.445,0,143
2021-07,102900011001219,0.53,0,2
2021-07,102900011001561,60.0,0,32
2021-07,102900011001691,14.664000000000001,8,23
2021-07,102900011001806,25.0,0,25
2021-07,102900011001813,13.0,0,13
2021-07,102900011002414,10.513,0,39
2021-07,102900011006689,19.482,0,62
2021-07,102900011006948,90.788,0,190
2021-07,102900011006955,13.850999999999999,0,38
2021-07,102900011007464,0.338,0,2
2021-07,102900011008164,188.857,0,480
2021-07,102900011008485,28.53,0,61
2021-07,102900011008492,7.48,8,2
2021-07,102900011008522,132.948,0,181
2021-07,102900011009246,3.164,0,12
2021-07,102900011009970,532.541,115,751
2021-07,102900011011546,24.0,0,24
2021-07,102900011012994,41.0,0,41
2021-07,102900011013274,73.0,0,73
2021-07,102900011016701,848.534,0,2364
2021-07,102900011016909,10.218,0,16
2021-07,102900011022030,43.0,0,43
2021-07,102900011022764,310.692,0,674
2021-07,102900011026793,6.0,0,6
2021-07,102900011027462,16.829,0,41
2021-07,102900011027479,38.076,0,146
2021-07,102900011027615,8.472,0,21
2021-07,102900051000463,50.458000000000006,0,80
2021-07,102900051000890,0.671,0,1
2021-07,102900051000944,51.161,0,160
2021-07,102900051004294,54.812,0,292
2021-07,102900051009336,3.117,0,23
2021-07,102900051010455,406.616,1,748
2021-07,102900051010790,0.293,0,2
2021-07,106949711300068,83.0,0,83
2021-07,106958851400125,74.0,0,74
2021-08,102900005115762,234.284,0,481
2021-08,102900005115779,1129.327,5,2817
2021-08,102900005115786,372.042,1,850
2021-08,102900005115793,147.675,2,340
2021-08,102900005115823,529.101,2,1225
2021-08,102900005115908,241.09300000000002,0,564
2021-08,102900005115946,95.906,0,237
2021-08,102900005115960,510.248,1,526
2021-08,102900005115984,861.534,12,1989
2021-08,102900005116219,6.62,0,24
2021-08,102900005116226,80.861,1,265
2021-08,102900005116233,90.59100000000001,0,412
2021-08,102900005116257,447.644,136,745
2021-08,102900005116509,109.638,1,198
2021-08,102900005116530,407.924,1296,576
2021-08,102900005116547,197.715,2,446
2021-08,102900005116714,468.936,274,617
2021-08,102900005116790,262.904,52,333
2021-08,102900005116899,1031.982,747,1018
2021-08,102900005116905,0.339,0,1
2021-08,102900005116912,58.304,0,278
2021-08,102900005116943,37.884,0,291
2021-08,102900005117209,13.350999999999999,0,48
2021-08,102900005118817,197.41,0,526
2021-08,102900005118824,74.432,0,214
2021-08,102900005118831,315.0,52,262
2021-08,102900005119098,61.588,1,304
2021-08,102900005119944,62.734,0,280
2021-08,102900005119968,55.715,0,257
2021-08,102900005119975,294.962,0,755
2021-08,102900005123880,12.383000000000001,0,38
2021-08,102900005125808,84.581,2,848
2021-08,102900005125815,223.87800000000001,1,716
2021-08,102900005128748,0.074,0,1
2021-08,102900011000328,190.035,0,619
2021-08,102900011001219,7.747999999999999,0,30
2021-08,102900011001806,95.0,1,94
2021-08,102900011001813,10.0,0,10
2021-08,102900011002414,0.426,0,2
2021-08,102900011006948,97.765,0,213
2021-08,102900011007495,0.056,0,1
2021-08,102900011008164,361.651,1,864
2021-08,102900011008485,10.388,0,19
2021-08,102900011008522,833.64,200,727
2021-08,102900011009970,253.868,353,84
2021-08,102900011011546,6.0,0,6
2021-08,102900011012994,54.0,0,54
2021-08,102900011013274,101.0,0,101
2021-08,102900011016701,1265.754,549,2911
2021-08,102900011022030,54.0,0,54
2021-08,102900011022764,348.398,1,751
2021-08,102900011023464,24.155,0,69
2021-08,102900011027479,37.147,0,144
2021-08,102900051000463,62.819,0,112
2021-08,102900051000944,10.273,0,22
2021-08,102900051004294,104.429,1,496
2021-08,102900051010455,593.716,1,1056
2021-08,106949711300068,176.0,0,176
2021-08,106958851400125,126.0,0,126
2021-09,102900005115762,146.006,0,306
2021-09,102900005115779,880.314,469,1698
2021-09,102900005115786,191.29,0,442
2021-09,102900005115793,106.625,0,259
2021-09,102900005115823,208.574,0,509
2021-09,102900005115854,8.873000000000001,0,19
2021-09,102900005115878,59.691,0,173
2021-09,102900005115885,50.525999999999996,0,136
2021-09,102900005115908,134.712,0,316
2021-09,102900005115946,96.766,0,225
2021-09,102900005115960,382.82,122,225
2021-09,102900005115984,464.236,350,686
2021-09,102900005116219,0.188,0,1
2021-09,102900005116226,50.969,0,141
2021-09,102900005116233,152.237,0,579
2021-09,102900005116257,394.521,283,508
2021-09,102900005116509,78.327,0,138
2021-09,102900005116530,365.834,838,805
2021-09,102900005116547,175.589,0,436
2021-09,102900005116714,776.187,263,1339
2021-09,102900005116790,93.841,0,149
2021-09,102900005116899,1205.74,17,1840
2021-09,102900005116905,0.302,0,1
2021-09,102900005116912,27.19,0,133
2021-09,102900005116943,27.366,0,182
2021-09,102900005117209,14.692,0,60
2021-09,102900005118817,183.98499999999999,0,517
2021-09,102900005118824,31.591,0,90
2021-09,102900005118831,195.0,0,194
2021-09,102900005119098,48.192,0,215
2021-09,102900005119944,41.638,0,197
2021-09,102900005119968,9.675,0,52
2021-09,102900005119975,167.413,0,422
2021-09,102900005123880,20.235,0,69
2021-09,102900005125808,68.308,1,666
2021-09,102900005125815,156.543,0,486
2021-09,102900011000328,159.851,0,495
2021-09,102900011001219,16.504,0,70
2021-09,102900011001806,60.0,0,60
2021-09,102900011001813,7.0,0,7
2021-09,102900011006689,75.382,0,239
2021-09,102900011006948,66.085,0,139
2021-09,102900011007044,4.0,0,4
2021-09,102900011008164,373.49399999999997,0,918
2021-09,102900011008522,455.67,0,575
2021-09,102900011009970,3.297,0,6
2021-09,102900011011546,3.0,0,3
2021-09,102900011012994,30.0,0,30
2021-09,102900011013274,91.0,0,91
2021-09,102900011016701,857.345,286,2099
2021-09,102900011021842,167.0,0,167
2021-09,102900011022764,218.784,0,501
2021-09,102900011023464,209.42,0,552
2021-09,102900011026793,2.0,0,2
2021-09,102900011027479,9.886,0,40
2021-09,102900011028407,29.954,0,106
2021-09,102900051000463,49.806,0,92
2021-09,102900051004294,78.735,0,395
2021-09,102900051010455,318.476,98,499
2021-09,106949711300068,43.0,0,43
2021-09,106949711300167,175.0,0,175
2021-09,106958851400125,145.0,0,145
2021-10,102900005115762,101.798,0,186
2021-10,102900005115779,824.858,32,1852
2021-10,102900005115786,126.92699999999999,0,284
2021-10,102900005115793,63.088,0,165
2021-10,102900005115823,196.226,0,448
2021-10,102900005115854,3.641,0,6
2021-10,102900005115861,177.806,0,430
2021-10,102900005115878,278.647,102,629
2021-10,102900005115885,57.708999999999996,0,155
2021-10,102900005115908,108.123,0,233
2021-10,102900005115946,50.225,0,132
2021-10,102900005115960,132.15,94,11
2021-10,102900005115984,375.839,48,751
2021-10,102900005116219,34.711,0,137
2021-10,102900005116226,55.411,0,166
2021-10,102900005116233,102.016,0,413
2021-10,102900005116257,244.64000000000001,0,523
2021-10,102900005116509,63.956,0,104
2021-10,102900005116530,622.784,684,1873
2021-10,102900005116547,0.151,0,1
2021-10,102900005116714,736.666,191,1661
2021-10,102900005116790,214.348,250,29
2021-10,102900005116899,1425.764,1171,903
2021-10,102900005116943,14.589,0,105
2021-10,102900005117209,1.5619999999999998,0,7
2021-10,102900005118572,21.517,0,62
2021-10,102900005118817,158.731,0,411
2021-10,102900005118824,30.193,0,88
2021-10,102900005118831,2.0,0,2
2021-10,102900005119098,0.246,0,1
2021-10,102900005119104,32.0,0,32
2021-10,102900005119975,144.961,0,359
2021-10,102900005122654,47.742,0,125
2021-10,102900005123880,0.376,0,2
2021-10,102900005125808,26.961,0,261
2021-10,102900005125815,0.532,0,2
2021-10,102900011000328,153.546,0,520
2021-10,102900011000632,0.798,0,1
2021-10,102900011001219,0.32199999999999995,0,2
2021-10,102900011001806,5.0,0,5
2021-10,102900011006689,124.418,0,349
2021-10,102900011006948,7.852,0,17
2021-10,102900011008164,274.699,0,682
2021-10,102900011008522,146.987,0,181
2021-10,102900011009970,6.496,0,1
2021-10,102900011013274,1.0,0,1
2021-10,102900011016701,1055.065,0,2573
2021-10,102900011021699,1.585,0,5
2021-10,102900011021842,31.0,0,31
2021-10,102900011022764,132.065,0,321
2021-10,102900011023464,224.921,0,577
2021-10,102900011026793,2.0,0,2
2021-10,102900011027479,5.157,0,21
2021-10,102900011028407,3.9530000000000003,0,15
2021-10,102900011029176,74.399,0,277
2021-10,102900051000463,31.618000000000002,0,55
2021-10,102900051004294,85.169,0,419
2021-10,102900051010455,210.421,145,256
2021-10,102900051010790,2.503,0,17
2021-10,106949711300167,556.0,0,556
2021-10,106958851400125,203.0,0,203
2021-10,106971533450003,87.0,0,87
2021-11,102900005115762,5.4990000000000006,0,11
2021-11,102900005115779,268.447,253,493
2021-11,102900005115793,24.342000000000002,0,59
2021-11,102900005115823,71.328,0,168
2021-11,102900005115861,278.029,0,560
2021-11,102900005115878,234.596,0,611
2021-11,102900005115885,23.902,0,66
2021-11,102900005115908,81.981,0,202
2021-11,102900005115960,6.03,0,4
2021-11,102900005115984,114.765,0,267
2021-11,102900005116219,3.742,0,19
2021-11,102900005116226,19.214,0,64
2021-11,102900005116233,57.539,0,251
2021-11,102900005116257,165.42,0,343
2021-11,102900005116509,19.977,0,44
2021-11,102900005116530,739.909,379,2155
2021-11,102900005116714,600.229,266,1038
2021-11,102900005116790,2.763,0,4
2021-11,102900005116837,116.685,0,317
2021-11,102900005116899,1224.284,1074,619
2021-11,102900005116943,0.94,0,7
2021-11,102900005118817,141.699,0,429
2021-11,102900005118824,4.568,0,14
2021-11,102900005119104,14.0,0,14
2021-11,102900005119975,13.713999999999999,0,37
2021-11,102900005122654,130.884,9,274
2021-11,102900005125808,24.597,0,281
2021-11,102900011000328,79.511,0,278
2021-11,102900011000571,58.873999999999995,0,146
2021-11,102900011006689,85.702,0,253
2021-11,102900011006948,12.508,0,33
2021-11,102900011008164,124.961,0,284
2021-11,102900011008522,0.522,0,1
2021-11,102900011009277,25.753,0,57
2021-11,102900011009970,0.702,0,2
2021-11,102900011010891,9.881,0,17
2021-11,102900011016701,563.455,152,1469
2021-11,102900011021699,2.683,0,11
2021-11,102900011021842,11.0,0,11
2021-11,102900011022764,55.464999999999996,0,141
2021-11,102900011023464,146.354,0,372
2021-11,102900011029176,16.143,0,63
2021-11,102900011029688,2.886,0,4
2021-11,102900051000463,10.100999999999999,0,17
2021-11,102900051004294,38.859,0,210
2021-11,102900051010455,62.19,9,98
2021-11,102900051010790,0.504,0,3
2021-11,106949711300167,531.0,12,519
2021-11,106956146480203,1.0,0,1
2021-11,106971533450003,236.0,17,219
2021-12,102900005115168,289.312,0,737
2021-12,102900005115748,1.948,0,5
2021-12,102900005115779,185.327,0,480
2021-12,102900005115786,2.871,0,8
2021-12,102900005115793,8.505,0,16
2021-12,102900005115823,90.92699999999999,2,198
2021-12,102900005115861,273.784,0,517
2021-12,102900005115878,293.711,3,725
2021-12,102900005115908,84.951,0,179
2021-12,102900005115960,4.391,0,4
2021-12,102900005115984,124.12100000000001,32,268
2021-12,102900005116219,4.922,0,29
2021-12,102900005116226,38.173,0,135
2021-12,102900005116233,49.883,0,237
2021-12,102900005116257,156.283,102,262
2021-12,102900005116509,23.073,0,41
2021-12,102900005116530,768.199,162,2358
2021-12,102900005116714,706.979,0,1467
2021-12,102900005116790,11.411999999999999,0,14
2021-12,102900005116837,234.589,78,528
2021-12,102900005116899,1149.046,16,1502
2021-12,102900005116943,10.43,0,69
2021-12,102900005117209,0.167,0,1
2021-12,102900005118817,288.263,0,815
2021-12,102900005118831,34.0,18,16
2021-12,102900005122654,478.603,0,854
2021-12,102900005125808,9.462,0,105
2021-12,102900011000328,169.651,48,448
2021-12,102900011000571,11.467,0,29
2021-12,102900011001219,0.158,0,1
2021-12,102900011001806,1.0,0,1
2021-12,102900011006689,93.026,0,245
2021-12,102900011008164,127.227,0,278
2021-12,102900011009277,169.798,91,246
2021-12,102900011009970,56.793,0,80
2021-12,102900011010891,3.06,0,4
2021-12,102900011016701,739.089,2,2032
2021-12,102900011021644,7.0,0,7
2021-12,102900011022764,54.497,0,140
2021-12,102900011023464,104.194,0,256
2021-12,102900011027479,1.904,0,9
2021-12,102900011029176,27.814999999999998,0,105
2021-12,102900011029275,1.754,0,7
2021-12,102900011030042,41.0,6,35
2021-12,102900011030059,45.0,5,40
2021-12,102900011030097,68.0,9,59
2021-12,102900011030103,41.0,8,32
2021-12,102900011030110,45.0,8,37
2021-12,102900011030134,54.0,11,43
2021-12,102900011030141,57.0,11,46
2021-12,102900011030158,58.0,7,51
2021-12,102900011030561,3.0,0,3
2021-12,102900011030608,4.0,2,2
2021-12,102900011030615,2.0,0,2
2021-12,102900011030622,4.0,0,4
2021-12,102900011031100,87.0,0,87
2021-12,102900051000463,4.507,0,10
2021-12,102900051004294,46.925,0,231
2021-12,102900051006229,10.432,0,19
2021-12,102900051010455,35.197,0,65
2021-12,102900051010790,0.935,0,4
2021-12,106949711300167,852.0,156,695
2021-12,106958851400125,171.0,2,169
2021-12,106971533450003,32.0,2,30
2022-01,102900005115168,56.624,0,166
2022-01,102900005115748,19.904,0,36
2022-01,102900005115779,371.681,0,881
2022-01,102900005115786,8.577,0,21
2022-01,102900005115823,150.661,0,285
2022-01,102900005115854,9.739,0,25
2022-01,102900005115861,374.328,0,629
2022-01,102900005115878,193.541,4,487
2022-01,102900005115885,10.954,0,27
2022-01,102900005115908,78.458,0,167
2022-01,102900005115984,150.555,0,328
2022-01,102900005116219,61.931,0,226
2022-01,102900005116226,79.781,0,207
2022-01,102900005116233,315.06,0,847
2022-01,102900005116257,396.944,0,758
2022-01,102900005116509,58.400999999999996,0,93
2022-01,102900005116530,750.516,0,2481
2022-01,102900005116547,0.426,0,1
2022-01,102900005116714,1352.739,0,2442
2022-01,102900005116837,257.914,0,626
2022-01,102900005116899,1532.116,0,1755
2022-01,102900005116943,33.541,0,176
2022-01,102900005117209,11.838000000000001,0,42
2022-01,102900005118817,308.241,0,796
2022-01,102900005118831,4.0,0,4
2022-01,102900005122654,388.992,0,660
2022-01,102900005123880,8.578999999999999,0,29
2022-01,102900005125808,72.987,0,523
2022-01,102900011000328,309.196,0,786
2022-01,102900011001219,11.205,0,40
2022-01,102900011001806,7.0,0,7
2022-01,102900011006689,24.472,0,63
2022-01,102900011006948,23.816,0,52
2022-01,102900011007044,6.0,0,6
2022-01,102900011008164,116.297,0,243
2022-01,102900011009277,140.502,0,264
2022-01,102900011009970,5.685,0,10
2022-01,102900011012994,66.0,0,66
2022-01,102900011013274,5.0,0,5
2022-01,102900011016701,1529.657,0,3113
2022-01,102900011021644,3.0,2,1
2022-01,102900011021842,351.0,39,309
2022-01,102900011022764,157.028,0,358
2022-01,102900011023464,123.082,0,283
2022-01,102900011027479,0.732,0,2
2022-01,102900011029176,1.8920000000000001,0,8
2022-01,102900011030042,160.0,39,121
2022-01,102900011030059,190.0,10,180
2022-01,102900011030097,224.0,66,158
2022-01,102900011030103,177.0,28,149
2022-01,102900011030110,235.0,40,195
2022-01,102900011030134,113.0,26,87
2022-01,102900011030141,119.0,30,89
2022-01,102900011030158,165.0,10,155
2022-01,102900011030561,2.0,0,2
2022-01,102900011030608,1.0,1,0
2022-01,102900011030615,5.0,2,3
2022-01,102900011030639,4.0,1,3
2022-01,102900011031100,453.0,9,444
2022-01,102900011031582,2.0,0,2
2022-01,102900011031599,89.0,29,60
2022-01,102900011031735,15.0,1,14
2022-01,102900011031742,6.0,1,5
2022-01,102900011031759,12.0,0,12
2022-01,102900011031926,28.0,0,28
2022-01,102900011031995,3.0,2,1
2022-01,102900011032022,80.0,2,78
2022-01,102900011032282,11.0,6,5
2022-01,102900051000463,25.271,0,39
2022-01,102900051004294,96.688,0,362
2022-01,102900051006229,8.182,0,15
2022-01,102900051010455,72.07300000000001,0,108
2022-01,106949711300167,254.0,30,224
2022-01,106949711300259,359.0,0,359
2022-01,106956146480203,18.0,0,18
2022-01,106957634300010,64.0,1,60
2022-01,106957634300058,32.0,3,29
2022-01,106958851400125,95.0,10,85
2022-01,106971533455008,202.0,1,201
2022-02,102900005115748,69.324,0,113
2022-02,102900005115779,319.706,0,748
2022-02,102900005115786,9.756,0,26
2022-02,102900005115823,234.70600000000002,0,446
2022-02,102900005115854,27.17,0,52
2022-02,102900005115861,245.1,0,475
2022-02,102900005115878,33.673,0,88
2022-02,102900005115908,55.888,0,111
2022-02,102900005115984,356.381,0,688
2022-02,102900005116219,54.103,0,224
2022-02,102900005116226,36.916,0,106
2022-02,102900005116233,243.821,0,847
2022-02,102900005116257,481.06,0,1071
2022-02,102900005116509,44.047000000000004,0,71
2022-02,102900005116530,247.126,38,1052
2022-02,102900005116714,883.705,0,1838
2022-02,102900005116837,37.913,0,97
2022-02,102900005116899,865.423,0,1148
2022-02,102900005116943,30.137999999999998,0,192
2022-02,102900005117056,0.175,0,1
2022-02,102900005117209,9.867,0,36
2022-02,102900005118572,7.928000000000001,0,17
2022-02,102900005118817,222.203,0,578
2022-02,102900005118831,1.0,0,1
2022-02,102900005122654,317.316,0,597
2022-02,102900005125808,42.752,0,309
2022-02,102900011000328,202.468,0,617
2022-02,102900011001219,0.254,0,1
2022-02,102900011001806,14.0,0,14
2022-02,102900011006689,71.355,0,187
2022-02,102900011006948,19.42,0,50
2022-02,102900011006955,0.318,0,1
2022-02,102900011007044,5.0,0,5
2022-02,102900011007464,0.647,0,4
2022-02,102900011007495,0.782,0,5
2022-02,102900011008164,100.38,0,237
2022-02,102900011008515,0.122,0,1
2022-02,102900011009277,39.908,0,76
2022-02,102900011009772,0.415,0,1
2022-02,102900011009970,19.897,0,25
2022-02,102900011012994,50.0,0,50
2022-02,102900011013274,2.0,0,2
2022-02,102900011016701,733.952,0,1348
2022-02,102900011021842,43.0,0,43
2022-02,102900011022764,72.995,0,174
2022-02,102900011023464,69.517,0,162
2022-02,102900011029305,1.769,0,7
2022-02,102900011030042,112.0,11,101
2022-02,102900011030059,127.0,0,127
2022-02,102900011030097,118.0,2,116
2022-02,102900011030103,199.0,23,176
2022-02,102900011030110,280.0,50,230
2022-02,102900011030134,124.0,43,81
2022-02,102900011030141,171.0,40,131
2022-02,102900011030158,73.0,0,73
2022-02,102900011030608,7.0,6,1
2022-02,102900011030912,34.0,17,17
2022-02,102900011031100,471.0,48,423
2022-02,102900011031582,30.0,15,15
2022-02,102900011031599,13.0,1,12
2022-02,102900011031735,3.0,0,3
2022-02,102900011031759,1.0,0,1
2022-02,102900011031841,8.0,2,6
2022-02,102900011031926,61.0,3,58
2022-02,102900011031995,22.0,4,18
2022-02,102900011032022,175.0,28,147
2022-02,102900011032114,10.0,0,10
2022-02,102900011032176,2.0,0,2
2022-02,102900011032206,11.0,2,9
2022-02,102900011032213,11.0,3,8
2022-02,102900011032220,55.0,19,36
2022-02,102900011032237,10.0,3,7
2022-02,102900011032244,42.0,17,25
2022-02,102900011032251,17.0,1,16
2022-02,102900011032282,30.0,0,30
2022-02,102900011032350,5.167,0,12
2022-02,102900011032367,5.961,0,11
2022-02,102900051000463,8.457,0,13
2022-02,102900051004294,57.653,0,267
2022-02,102900051010455,75.357,0,124
2022-02,106949711300167,105.0,0,105
2022-02,106949711300259,294.0,0,294
2022-02,106956146480203,18.0,0,18
2022-02,106957634300010,102.0,0,101
2022-02,106957634300058,43.0,0,43
2022-02,106971533455008,229.0,2,227
2022-03,102900005115199,73.897,203,124
2022-03,102900005115250,197.591,0,829
2022-03,102900005115748,143.237,0,253
2022-03,102900005115762,190.135,0,427
2022-03,102900005115779,344.443,0,869
2022-03,102900005115786,37.396,0,92
2022-03,102900005115793,9.642,0,30
2022-03,102900005115823,179.667,0,365
2022-03,102900005115854,37.098,0,73
2022-03,102900005115861,0.379,0,1
2022-03,102900005115878,72.176,1,172
2022-03,102900005115885,99.024,0,188
2022-03,102900005115908,12.483,0,33
2022-03,102900005115977,14.866999999999999,0,108
2022-03,102900005115984,162.449,0,370
2022-03,102900005116219,23.443,0,102
2022-03,102900005116226,20.999000000000002,0,70
2022-03,102900005116233,71.949,0,321
2022-03,102900005116257,379.738,0,884
2022-03,102900005116509,31.175,0,67
2022-03,102900005116530,43.727000000000004,0,226
2022-03,102900005116639,2.825,0,11
2022-03,102900005116714,509.615,329,700
2022-03,102900005116790,0.282,0,1
2022-03,102900005116899,767.728,0,1073
2022-03,102900005116943,6.263,0,57
2022-03,102900005118817,121.92399999999999,0,322
2022-03,102900005118831,1.0,0,1
2022-03,102900005119104,37.0,2,35
2022-03,102900005119975,47.5,0,127
2022-03,102900005122654,52.019999999999996,0,113
2022-03,102900005125808,0.064,0,2
2022-03,102900011000328,205.529,0,655
2022-03,102900011000632,0.9019999999999999,0,3
2022-03,102900011001219,0.49,0,2
2022-03,102900011006689,92.275,0,249
2022-03,102900011006948,16.418,0,29
2022-03,102900011007464,1.6179999999999999,0,15
2022-03,102900011007495,0.446,0,4
2022-03,102900011008133,2.042,0,5
2022-03,102900011008164,200.074,0,451
2022-03,102900011008515,2.026,0,11
2022-03,102900011008577,1.0,0,1
2022-03,102900011009970,1.412,0,2
2022-03,102900011013274,49.0,0,49
2022-03,102900011015384,2.959,0,25
2022-03,102900011016701,789.7,1,2259
2022-03,102900011021842,52.0,0,52
2022-03,102900011022764,87.059,0,235
2022-03,102900011023464,196.048,0,453
2022-03,102900011030059,248.0,27,221
2022-03,102900011030097,155.0,28,127
2022-03,102900011030103,170.0,31,139
2022-03,102900011030110,242.0,41,201
2022-03,102900011030134,116.0,26,90
2022-03,102900011030141,149.0,31,118
2022-03,102900011030608,7.0,1,6
2022-03,102900011031100,442.0,112,330
2022-03,102900011031582,103.0,40,63
2022-03,102900011032022,180.0,21,159
2022-03,102900011032176,11.0,2,9
2022-03,102900011032206,85.0,15,70
2022-03,102900011032213,74.0,8,66
2022-03,102900011032220,110.0,39,71
2022-03,102900011032237,48.0,18,30
2022-03,102900011032244,62.0,32,30
2022-03,102900011032251,51.0,11,40
2022-03,102900011032343,4.1450000000000005,0,8
2022-03,102900011032350,17.96,3,45
2022-03,102900011032367,16.529,0,35
2022-03,102900011032589,6.724,0,36
2022-03,102900011032619,2.9829999999999997,1,12
2022-03,102900011032626,12.264999999999999,10,27
2022-03,102900011032633,15.84,15,41
2022-03,102900011032640,7.348,22,11
2022-03,102900011032732,14.451,14,50
2022-03,102900011032787,39.0,8,31
2022-03,102900011032848,38.0,0,38
2022-03,102900011033081,7.381,0,15
2022-03,102900011033234,8.0,2,6
2022-03,102900011033241,5.0,5,0
2022-03,102900051000463,2.714,0,6
2022-03,102900051004294,30.25,0,163
2022-03,102900051010455,86.848,0,134
2022-03,106949711300167,235.0,17,217
2022-03,106957634300010,2.0,0,2
2022-03,106957634300058,6.0,0,6
2022-03,106971533455008,168.0,0,168
2022-04,102900005115199,37.997,1,135
2022-04,102900005115250,212.989,0,919
2022-04,102900005115762,461.962,0,883
2022-04,102900005115779,321.279,0,766
2022-04,102900005115786,162.966,0,367
2022-04,102900005115793,21.573999999999998,0,68
2022-04,102900005115823,103.56400000000001,0,219
2022-04,102900005115854,36.22,0,75
2022-04,102900005115885,24.852,0,46
2022-04,102900005115908,1.282,0,5
2022-04,102900005115946,42.801,0,96
2022-04,102900005115984,98.301,0,210
2022-04,102900005116219,18.127,0,89
2022-04,102900005116233,37.978,0,185
2022-04,102900005116257,470.903,0,986
2022-04,102900005116509,24.635,0,47
2022-04,102900005116530,7.16,0,31
2022-04,102900005116639,14.761,0,44
2022-04,102900005116714,422.949,103,773
2022-04,102900005116837,23.777,0,75
2022-04,102900005116899,292.118,0,419
2022-04,102900005118817,104.801,0,279
2022-04,102900005118824,6.904,0,19
2022-04,102900005118831,4.0,0,4
2022-04,102900005119104,2.0,0,2
2022-04,102900005119975,82.495,0,220
2022-04,102900011000328,272.621,0,787
2022-04,102900011000571,0.526,0,1
2022-04,102900011000632,0.365,0,1
2022-04,102900011001219,0.237,0,1
2022-04,102900011006689,166.843,0,405
2022-04,102900011006948,48.224000000000004,0,98
2022-04,102900011007464,1.218,0,15
2022-04,102900011007495,0.591,0,6
2022-04,102900011008133,2.2800000000000002,0,7
2022-04,102900011008164,226.187,0,502
2022-04,102900011008515,0.184,0,1
2022-04,102900011009970,13.501,0,23
2022-04,102900011013274,51.0,2,49
2022-04,102900011015384,0.43100000000000005,0,3
2022-04,102900011016701,783.071,0,2016
2022-04,102900011021842,13.0,0,13
2022-04,102900011022764,120.571,0,322
2022-04,102900011023464,223.896,0,499
2022-04,102900011030059,143.0,19,124
2022-04,102900011030097,183.0,31,152
2022-04,102900011030110,206.0,38,168
2022-04,102900011030134,74.0,26,48
2022-04,102900011030141,145.0,59,86
