support,itemsets
0.5364055299539171,"frozenset({'102900005116899', '102900005115984', '102900011000328', '102900051004294', '102900051010455', '102900005116257', '102900005116530'})"
0.535483870967742,"frozenset({'102900005116899', '102900005115984', '102900011000328', '102900051004294', '102900051010455', '102900005115823', '102900005116530'})"
0.5364055299539171,"frozenset({'102900005116899', '102900005115984', '102900005116714', '102900011000328', '102900051004294', '102900051010455', '102900005116257', '102900005116530'})"
0.535483870967742,"frozenset({'102900005116899', '102900005115984', '102900005116714', '102900011000328', '102900051004294', '102900051010455', '102900005115823', '102900005116530'})"
0.5345622119815668,"frozenset({'102900005116899', '102900005115984', '102900011000328', '102900051004294', '102900051010455', '102900005116257', '102900005115823', '102900005116530'})"
0.5345622119815668,"frozenset({'102900005116899', '102900005115984', '102900005116714', '102900011000328', '102900051004294', '102900051010455', '102900005116257', '102900005115823', '102900005116530'})"
0.5400921658986175,"frozenset({'102900005116899', '102900005116714', '102900005115779', '102900051004294', '102900051010455', '102900005116530'})"
0.5391705069124424,"frozenset({'102900005116899', '102900005115779', '102900051004294', '102900051010455', '102900005116257', '102900005116530'})"
0.5373271889400921,"frozenset({'102900005116899', '102900005115984', '102900005115779', '102900051004294', '102900051010455', '102900005116530'})"
0.5364055299539171,"frozenset({'102900005116899', '102900005115779', '102900051004294', '102900051010455', '102900005116530', '102900005115823'})"
0.5345622119815668,"frozenset({'102900005116899', '102900005115779', '102900011000328', '102900051004294', '102900051010455', '102900005116530'})"
0.5391705069124424,"frozenset({'102900005116899', '102900005116714', '102900005115779', '102900051004294', '102900051010455', '102900005116257', '102900005116530'})"
0.5373271889400921,"frozenset({'102900005116899', '102900005115984', '102900005116714', '102900005115779', '102900051004294', '102900051010455', '102900005116530'})"
0.5364055299539171,"frozenset({'102900005116899', '102900005115984', '102900005115779', '102900051004294', '102900051010455', '102900005116257', '102900005116530'})"
0.5364055299539171,"frozenset({'102900005116899', '102900005115984', '102900005116714', '102900005115779', '102900051004294', '102900051010455', '102900005116257', '102900005116530'})"
0.5364055299539171,"frozenset({'102900005116899', '102900005116714', '102900005115779', '102900051004294', '102900051010455', '102900005116530', '102900005115823'})"
0.535483870967742,"frozenset({'102900005116899', '102900005115779', '102900051004294', '102900051010455', '102900005116257', '102900005115823', '102900005116530'})"
0.5336405529953917,"frozenset({'102900005116899', '102900005115984', '102900005115779', '102900051004294', '102900051010455', '102900005115823', '102900005116530'})"
0.535483870967742,"frozenset({'102900005116899', '102900005116714', '102900005115779', '102900051004294', '102900051010455', '102900005116257', '102900005115823', '102900005116530'})"
0.5336405529953917,"frozenset({'102900005116899', '102900005115984', '102900005116714', '102900005115779', '102900051004294', '102900051010455', '102900005115823', '102900005116530'})"
0.5327188940092166,"frozenset({'102900005116899', '102900005115984', '102900005115779', '102900051004294', '102900051010455', '102900005116257', '102900005115823', '102900005116530'})"
0.5327188940092166,"frozenset({'102900005116899', '102900005115984', '102900005116714', '102900005115779', '102900051004294', '102900051010455', '102900005116257', '102900005115823', '102900005116530'})"
0.5345622119815668,"frozenset({'102900005116899', '102900005116714', '102900005115779', '102900011000328', '102900051004294', '102900051010455', '102900005116530'})"
0.5336405529953917,"frozenset({'102900005116899', '102900005115779', '102900011000328', '102900051004294', '102900051010455', '102900005116257', '102900005116530'})"
0.5327188940092166,"frozenset({'102900005116899', '102900005115779', '102900011000328', '102900051004294', '102900051010455', '102900005115823', '102900005116530'})"
0.5317972350230414,"frozenset({'102900005116899', '102900005115984', '102900005115779', '102900011000328', '102900051004294', '102900051010455', '102900005116530'})"
0.5336405529953917,"frozenset({'102900005116899', '102900005116714', '102900005115779', '102900011000328', '102900051004294', '102900051010455', '102900005116257', '102900005116530'})"
0.5327188940092166,"frozenset({'102900005116899', '102900005116714', '102900005115779', '102900011000328', '102900051004294', '102900051010455', '102900005115823', '102900005116530'})"
0.5317972350230414,"frozenset({'102900005116899', '102900005115779', '102900011000328', '102900051004294', '102900051010455', '102900005116257', '102900005115823', '102900005116530'})"
0.5317972350230414,"frozenset({'102900005116899', '102900005116714', '102900005115779', '102900011000328', '102900051004294', '102900051010455', '102900005116257', '102900005115823', '102900005116530'})"
0.5317972350230414,"frozenset({'102900005116899', '102900005115984', '102900005116714', '102900005115779', '102900011000328', '102900051004294', '102900051010455', '102900005116530'})"
0.5308755760368664,"frozenset({'102900005116899', '102900005115984', '102900005115779', '102900011000328', '102900051004294', '102900051010455', '102900005116257', '102900005116530'})"
0.5299539170506913,"frozenset({'102900005116899', '102900005115984', '102900005115779', '102900011000328', '102900051004294', '102900051010455', '102900005115823', '102900005116530'})"
0.5308755760368664,"frozenset({'102900005116899', '102900005115984', '102900005116714', '102900005115779', '102900011000328', '102900051004294', '102900051010455', '102900005116257', '102900005116530'})"
0.5299539170506913,"frozenset({'102900005116899', '102900005115984', '102900005116714', '102900005115779', '102900011000328', '102900051004294', '102900051010455', '102900005115823', '102900005116530'})"
0.5290322580645161,"frozenset({'102900005116899', '102900005115984', '102900005115779', '102900011000328', '102900051004294', '102900051010455', '102900005116257', '102900005115823', '102900005116530'})"
0.5290322580645161,"frozenset({'102900005116899', '102900005115984', '102900005116714', '102900005115779', '102900011000328', '102900051004294', '102900051010455', '102900005116257', '102900005115823', '102900005116530'})"
0.5336405529953917,"frozenset({'102900005116257', '102900005116509', '102900005116530', '102900051004294'})"
0.5336405529953917,"frozenset({'102900005116714', '102900005116509', '102900005116530', '102900051004294'})"
0.5253456221198156,"frozenset({'102900005116509', '102900051004294', '102900005116530', '102900005115823'})"
0.5225806451612903,"frozenset({'102900005116509', '102900005116530', '102900051004294', '102900005115984'})"
0.5216589861751152,"frozenset({'102900005116233', '102900005116509', '102900005116530', '102900051004294'})"
0.5188940092165899,"frozenset({'102900005115779', '102900005116509', '102900005116530', '102900051004294'})"
0.5152073732718894,"frozenset({'102900005116509', '102900005116530', '102900051004294', '102900051010455'})"
0.5299539170506913,"frozenset({'102900005116509', '102900005116530', '102900011000328', '102900051004294'})"
0.5253456221198156,"frozenset({'102900005116509', '102900005116530', '102900051004294', '102900005116899'})"
0.5336405529953917,"frozenset({'102900005116714', '102900005116509', '102900051004294', '102900005116257', '102900005116530'})"
0.5253456221198156,"frozenset({'102900005116714', '102900005116509', '102900051004294', '102900005115823', '102900005116530'})"
0.5253456221198156,"frozenset({'102900005116509', '102900051004294', '102900005116257', '102900005115823', '102900005116530'})"
0.5216589861751152,"frozenset({'102900005116509', '102900011000328', '102900051004294', '102900005116530', '102900005115823'})"
0.5170506912442396,"frozenset({'102900005116509', '102900051004294', '102900005116899', '102900005115823', '102900005116530'})"
0.5253456221198156,"frozenset({'102900005116714', '102900005116509', '102900051004294', '102900005116257', '102900005115823', '102900005116530'})"
0.5216589861751152,"frozenset({'102900005116509', '102900011000328', '102900051004294', '102900005116257', '102900005116530', '102900005115823'})"
0.5216589861751152,"frozenset({'102900005116714', '102900005116509', '102900011000328', '102900051004294', '102900005116530', '102900005115823'})"
0.5216589861751152,"frozenset({'102900005116714', '102900005116509', '102900011000328', '102900051004294', '102900005116257', '102900005116530', '102900005115823'})"
0.5170506912442396,"frozenset({'102900005116509', '102900051004294', '102900005116899', '102900005116257', '102900005115823', '102900005116530'})"
0.5170506912442396,"frozenset({'102900005116714', '102900005116509', '102900051004294', '102900005116899', '102900005115823', '102900005116530'})"
0.5142857142857142,"frozenset({'102900005116509', '102900011000328', '102900051004294', '102900005116899', '102900005116530', '102900005115823'})"
0.5170506912442396,"frozenset({'102900005116714', '102900005116509', '102900051004294', '102900005116899', '102900005116257', '102900005115823', '102900005116530'})"
0.5142857142857142,"frozenset({'102900005116509', '102900011000328', '102900051004294', '102900005116899', '102900005116257', '102900005115823', '102900005116530'})"
0.5142857142857142,"frozenset({'102900005116714', '102900005116509', '102900011000328', '102900051004294', '102900005116899', '102900005116530', '102900005115823'})"
0.5142857142857142,"frozenset({'102900005116714', '102900005116509', '102900011000328', '102900051004294', '102900005116899', '102900005116257', '102900005115823', '102900005116530'})"
0.5225806451612903,"frozenset({'102900005115984', '102900005116714', '102900005116509', '102900051004294', '102900005116530'})"
0.5225806451612903,"frozenset({'102900005115984', '102900005116509', '102900051004294', '102900005116257', '102900005116530'})"
0.5207373271889401,"frozenset({'102900005115984', '102900005116509', '102900051004294', '102900005115823', '102900005116530'})"
0.5188940092165899,"frozenset({'102900005115984', '102900005116509', '102900011000328', '102900051004294', '102900005116530'})"
0.5142857142857142,"frozenset({'102900005115984', '102900005116509', '102900051004294', '102900005116899', '102900005116530'})"
0.5225806451612903,"frozenset({'102900005115984', '102900005116714', '102900005116509', '102900051004294', '102900005116257', '102900005116530'})"
0.5207373271889401,"frozenset({'102900005115984', '102900005116509', '102900051004294', '102900005116257', '102900005115823', '102900005116530'})"
0.5207373271889401,"frozenset({'102900005115984', '102900005116714', '102900005116509', '102900051004294', '102900005115823', '102900005116530'})"
0.5207373271889401,"frozenset({'102900005115984', '102900005116714', '102900005116509', '102900051004294', '102900005116257', '102900005115823', '102900005116530'})"
0.5188940092165899,"frozenset({'102900005115984', '102900005116509', '102900011000328', '102900051004294', '102900005116257', '102900005116530'})"
0.5188940092165899,"frozenset({'102900005115984', '102900005116714', '102900005116509', '102900011000328', '102900051004294', '102900005116530'})"
0.5170506912442396,"frozenset({'102900005115984', '102900005116509', '102900011000328', '102900051004294', '102900005116530', '102900005115823'})"
0.5188940092165899,"frozenset({'102900005115984', '102900005116714', '102900005116509', '102900011000328', '102900051004294', '102900005116257', '102900005116530'})"
0.5170506912442396,"frozenset({'102900005115984', '102900005116509', '102900011000328', '102900051004294', '102900005116257', '102900005115823', '102900005116530'})"
0.5170506912442396,"frozenset({'102900005115984', '102900005116714', '102900005116509', '102900011000328', '102900051004294', '102900005116530', '102900005115823'})"
0.5170506912442396,"frozenset({'102900005115984', '102900005116714', '102900005116509', '102900011000328', '102900051004294', '102900005116257', '102900005115823', '102900005116530'})"
0.5142857142857142,"frozenset({'102900005115984', '102900005116509', '102900051004294', '102900005116899', '102900005116257', '102900005116530'})"
0.5142857142857142,"frozenset({'102900005115984', '102900005116714', '102900005116509', '102900051004294', '102900005116899', '102900005116530'})"
0.5124423963133641,"frozenset({'102900005115984', '102900005116509', '102900051004294', '102900005116899', '102900005115823', '102900005116530'})"
0.511520737327189,"frozenset({'102900005115984', '102900005116509', '102900011000328', '102900051004294', '102900005116899', '102900005116530'})"
0.5142857142857142,"frozenset({'102900005115984', '102900005116714', '102900005116509', '102900051004294', '102900005116899', '102900005116257', '102900005116530'})"
0.5124423963133641,"frozenset({'102900005115984', '102900005116714', '102900005116509', '102900051004294', '102900005116899', '102900005115823', '102900005116530'})"
0.5124423963133641,"frozenset({'102900005115984', '102900005116509', '102900051004294', '102900005116899', '102900005116257', '102900005115823', '102900005116530'})"
0.5124423963133641,"frozenset({'102900005115984', '102900005116714', '102900005116509', '102900051004294', '102900005116899', '102900005116257', '102900005115823', '102900005116530'})"
0.511520737327189,"frozenset({'102900005115984', '102900005116714', '102900005116509', '102900011000328', '102900051004294', '102900005116899', '102900005116530'})"
0.511520737327189,"frozenset({'102900005115984', '102900005116509', '102900011000328', '102900051004294', '102900005116899', '102900005116257', '102900005116530'})"
0.5096774193548387,"frozenset({'102900005115984', '102900005116509', '102900011000328', '102900051004294', '102900005116899', '102900005115823', '102900005116530'})"
0.511520737327189,"frozenset({'102900005115984', '102900005116714', '102900005116509', '102900011000328', '102900051004294', '102900005116899', '102900005116257', '102900005116530'})"
0.5096774193548387,"frozenset({'102900005115984', '102900005116714', '102900005116509', '102900011000328', '102900051004294', '102900005116899', '102900005115823', '102900005116530'})"
0.5096774193548387,"frozenset({'102900005115984', '102900005116509', '102900011000328', '102900051004294', '102900005116899', '102900005116257', '102900005115823', '102900005116530'})"
0.5096774193548387,"frozenset({'102900005115984', '102900005116714', '102900005116509', '102900011000328', '102900051004294', '102900005116899', '102900005116257', '102900005115823', '102900005116530'})"
0.5216589861751152,"frozenset({'102900005116714', '102900005116233', '102900005116509', '102900051004294', '102900005116530'})"
0.5216589861751152,"frozenset({'102900005116233', '102900005116509', '102900051004294', '102900005116257', '102900005116530'})"
0.5142857142857142,"frozenset({'102900005116233', '102900005116509', '102900051004294', '102900005115823', '102900005116530'})"
0.5124423963133641,"frozenset({'102900005115984', '102900005116233', '102900005116509', '102900051004294', '102900005116530'})"
0.5188940092165899,"frozenset({'102900005116233', '102900005116509', '102900011000328', '102900051004294', '102900005116530'})"
0.5133640552995392,"frozenset({'102900005116233', '102900005116509', '102900051004294', '102900005116899', '102900005116530'})"
0.5216589861751152,"frozenset({'102900005116714', '102900005116233', '102900005116509', '102900051004294', '102900005116257', '102900005116530'})"
0.5142857142857142,"frozenset({'102900005116233', '102900005116509', '102900051004294', '102900005116257', '102900005115823', '102900005116530'})"
0.5142857142857142,"frozenset({'102900005116714', '102900005116233', '102900005116509', '102900051004294', '102900005115823', '102900005116530'})"
0.511520737327189,"frozenset({'102900005116233', '102900005116509', '102900011000328', '102900051004294', '102900005116530', '102900005115823'})"
0.5142857142857142,"frozenset({'102900005116714', '102900005116233', '102900005116509', '102900051004294', '102900005116257', '102900005115823', '102900005116530'})"
0.511520737327189,"frozenset({'102900005116233', '102900005116509', '102900011000328', '102900051004294', '102900005116257', '102900005115823', '102900005116530'})"
0.511520737327189,"frozenset({'102900005116714', '102900005116233', '102900005116509', '102900011000328', '102900051004294', '102900005116530', '102900005115823'})"
0.511520737327189,"frozenset({'102900005116714', '102900005116233', '102900005116509', '102900011000328', '102900051004294', '102900005116257', '102900005115823', '102900005116530'})"
0.5124423963133641,"frozenset({'102900005115984', '102900005116233', '102900005116509', '102900051004294', '102900005116257', '102900005116530'})"
0.5124423963133641,"frozenset({'102900005115984', '102900005116714', '102900005116233', '102900005116509', '102900051004294', '102900005116530'})"
0.5105990783410138,"frozenset({'102900005115984', '102900005116233', '102900005116509', '102900051004294', '102900005115823', '102900005116530'})"
0.5096774193548387,"frozenset({'102900005115984', '102900005116233', '102900005116509', '102900011000328', '102900051004294', '102900005116530'})"
0.504147465437788,"frozenset({'102900005115984', '102900005116233', '102900005116509', '102900051004294', '102900005116899', '102900005116530'})"
0.5124423963133641,"frozenset({'102900005115984', '102900005116714', '102900005116233', '102900005116509', '102900051004294', '102900005116257', '102900005116530'})"
0.5105990783410138,"frozenset({'102900005115984', '102900005116714', '102900005116233', '102900005116509', '102900051004294', '102900005115823', '102900005116530'})"
0.5105990783410138,"frozenset({'102900005115984', '102900005116233', '102900005116509', '102900051004294', '102900005116257', '102900005115823', '102900005116530'})"
0.5105990783410138,"frozenset({'102900005115984', '102900005116714', '102900005116233', '102900005116509', '102900051004294', '102900005116257', '102900005115823', '102900005116530'})"
0.5096774193548387,"frozenset({'102900005115984', '102900005116714', '102900005116233', '102900005116509', '102900011000328', '102900051004294', '102900005116530'})"
0.5096774193548387,"frozenset({'102900005115984', '102900005116233', '102900005116509', '102900011000328', '102900051004294', '102900005116257', '102900005116530'})"
0.5078341013824885,"frozenset({'102900005115984', '102900005116233', '102900005116509', '102900011000328', '102900051004294', '102900005115823', '102900005116530'})"
0.5096774193548387,"frozenset({'102900005115984', '102900005116714', '102900005116233', '102900005116509', '102900011000328', '102900051004294', '102900005116257', '102900005116530'})"
0.5078341013824885,"frozenset({'102900005115984', '102900005116714', '102900005116233', '102900005116509', '102900011000328', '102900051004294', '102900005115823', '102900005116530'})"
0.5078341013824885,"frozenset({'102900005115984', '102900005116233', '102900005116509', '102900011000328', '102900051004294', '102900005116257', '102900005115823', '102900005116530'})"
0.5078341013824885,"frozenset({'102900005115984', '102900005116714', '102900005116233', '102900005116509', '102900011000328', '102900051004294', '102900005116257', '102900005115823', '102900005116530'})"
0.504147465437788,"frozenset({'102900005115984', '102900005116714', '102900005116233', '102900005116509', '102900051004294', '102900005116899', '102900005116530'})"
0.504147465437788,"frozenset({'102900005115984', '102900005116233', '102900005116509', '102900051004294', '102900005116899', '102900005116257', '102900005116530'})"
0.5023041474654378,"frozenset({'102900005115984', '102900005116233', '102900005116509', '102900011000328', '102900051004294', '102900005116899', '102900005116530'})"
0.5023041474654378,"frozenset({'102900005115984', '102900005116233', '102900005116509', '102900051004294', '102900005116899', '102900005115823', '102900005116530'})"
0.504147465437788,"frozenset({'102900005115984', '102900005116714', '102900005116233', '102900005116509', '102900051004294', '102900005116899', '102900005116257', '102900005116530'})"
0.5023041474654378,"frozenset({'102900005115984', '102900005116233', '102900005116509', '102900011000328', '102900051004294', '102900005116899', '102900005116257', '102900005116530'})"
0.5023041474654378,"frozenset({'102900005115984', '102900005116714', '102900005116233', '102900005116509', '102900011000328', '102900051004294', '102900005116899', '102900005116530'})"
0.5023041474654378,"frozenset({'102900005115984', '102900005116714', '102900005116233', '102900005116509', '102900011000328', '102900051004294', '102900005116899', '102900005116257', '102900005116530'})"
0.5023041474654378,"frozenset({'102900005115984', '102900005116233', '102900005116509', '102900051004294', '102900005116899', '102900005116257', '102900005115823', '102900005116530'})"
0.5023041474654378,"frozenset({'102900005115984', '102900005116714', '102900005116233', '102900005116509', '102900051004294', '102900005116899', '102900005115823', '102900005116530'})"
0.5004608294930876,"frozenset({'102900005115984', '102900005116233', '102900005116509', '102900011000328', '102900051004294', '102900005116899', '102900005115823', '102900005116530'})"
0.5023041474654378,"frozenset({'102900005115984', '102900005116714', '102900005116233', '102900005116509', '102900051004294', '102900005116899', '102900005116257', '102900005115823', '102900005116530'})"
0.5004608294930876,"frozenset({'102900005115984', '102900005116233', '102900005116509', '102900011000328', '102900051004294', '102900005116899', '102900005116257', '102900005115823', '102900005116530'})"
0.5004608294930876,"frozenset({'102900005115984', '102900005116714', '102900005116233', '102900005116509', '102900011000328', '102900051004294', '102900005116899', '102900005115823', '102900005116530'})"
0.5004608294930876,"frozenset({'102900005115984', '102900005116714', '102900005116233', '102900005116509', '102900011000328', '102900051004294', '102900005116899', '102900005116257', '102900005115823', '102900005116530'})"
0.5188940092165899,"frozenset({'102900005116233', '102900005116509', '102900011000328', '102900051004294', '102900005116257', '102900005116530'})"
0.5188940092165899,"frozenset({'102900005116714', '102900005116233', '102900005116509', '102900011000328', '102900051004294', '102900005116530'})"
0.5188940092165899,"frozenset({'102900005116714', '102900005116233', '102900005116509', '102900011000328', '102900051004294', '102900005116257', '102900005116530'})"
0.5133640552995392,"frozenset({'102900005116233', '102900005116509', '102900051004294', '102900005116899', '102900005116257', '102900005116530'})"
0.5133640552995392,"frozenset({'102900005116714', '102900005116233', '102900005116509', '102900051004294', '102900005116899', '102900005116530'})"
0.511520737327189,"frozenset({'102900005116233', '102900005116509', '102900011000328', '102900051004294', '102900005116899', '102900005116530'})"
0.5059907834101383,"frozenset({'102900005116233', '102900005116509', '102900051004294', '102900005116899', '102900005115823', '102900005116530'})"
0.5133640552995392,"frozenset({'102900005116714', '102900005116233', '102900005116509', '102900051004294', '102900005116899', '102900005116257', '102900005116530'})"
0.511520737327189,"frozenset({'102900005116714', '102900005116233', '102900005116509', '102900011000328', '102900051004294', '102900005116899', '102900005116530'})"
0.511520737327189,"frozenset({'102900005116233', '102900005116509', '102900011000328', '102900051004294', '102900005116899', '102900005116257', '102900005116530'})"
0.511520737327189,"frozenset({'102900005116714', '102900005116233', '102900005116509', '102900011000328', '102900051004294', '102900005116899', '102900005116257', '102900005116530'})"
0.5059907834101383,"frozenset({'102900005116714', '102900005116233', '102900005116509', '102900051004294', '102900005116899', '102900005115823', '102900005116530'})"
0.5059907834101383,"frozenset({'102900005116233', '102900005116509', '102900051004294', '102900005116899', '102900005116257', '102900005115823', '102900005116530'})"
0.504147465437788,"frozenset({'102900005116233', '102900005116509', '102900011000328', '102900051004294', '102900005116899', '102900005115823', '102900005116530'})"
0.5059907834101383,"frozenset({'102900005116714', '102900005116233', '102900005116509', '102900051004294', '102900005116899', '102900005116257', '102900005115823', '102900005116530'})"
0.504147465437788,"frozenset({'102900005116714', '102900005116233', '102900005116509', '102900011000328', '102900051004294', '102900005116899', '102900005115823', '102900005116530'})"
0.504147465437788,"frozenset({'102900005116233', '102900005116509', '102900011000328', '102900051004294', '102900005116899', '102900005116257', '102900005115823', '102900005116530'})"
0.504147465437788,"frozenset({'102900005116714', '102900005116233', '102900005116509', '102900011000328', '102900051004294', '102900005116899', '102900005116257', '102900005115823', '102900005116530'})"
0.5188940092165899,"frozenset({'102900005116714', '102900005115779', '102900005116509', '102900051004294', '102900005116530'})"
0.5188940092165899,"frozenset({'102900005115779', '102900005116509', '102900051004294', '102900005116257', '102900005116530'})"
0.5170506912442396,"frozenset({'102900005115779', '102900005116509', '102900051004294', '102900005115823', '102900005116530'})"
0.5161290322580645,"frozenset({'102900005115984', '102900005115779', '102900005116509', '102900051004294', '102900005116530'})"
0.5087557603686635,"frozenset({'102900005115779', '102900005116233', '102900005116509', '102900051004294', '102900005116530'})"
0.5152073732718894,"frozenset({'102900005115779', '102900005116509', '102900011000328', '102900051004294', '102900005116530'})"
0.5105990783410138,"frozenset({'102900005115779', '102900005116509', '102900051004294', '102900005116899', '102900005116530'})"
0.5188940092165899,"frozenset({'102900005116714', '102900005115779', '102900005116509', '102900051004294', '102900005116257', '102900005116530'})"
0.5170506912442396,"frozenset({'102900005115779', '102900005116509', '102900051004294', '102900005116257', '102900005115823', '102900005116530'})"
0.5170506912442396,"frozenset({'102900005116714', '102900005115779', '102900005116509', '102900051004294', '102900005115823', '102900005116530'})"
0.5170506912442396,"frozenset({'102900005116714', '102900005115779', '102900005116509', '102900051004294', '102900005116257', '102900005115823', '102900005116530'})"
0.5161290322580645,"frozenset({'102900005115984', '102900005115779', '102900005116509', '102900051004294', '102900005116257', '102900005116530'})"
0.5161290322580645,"frozenset({'102900005115984', '102900005116714', '102900005115779', '102900005116509', '102900051004294', '102900005116530'})"
0.5142857142857142,"frozenset({'102900005115984', '102900005115779', '102900005116509', '102900051004294', '102900005115823', '102900005116530'})"
0.5161290322580645,"frozenset({'102900005115984', '102900005116714', '102900005115779', '102900005116509', '102900051004294', '102900005116257', '102900005116530'})"
0.5142857142857142,"frozenset({'102900005115984', '102900005115779', '102900005116509', '102900051004294', '102900005116257', '102900005115823', '102900005116530'})"
0.5142857142857142,"frozenset({'102900005115984', '102900005116714', '102900005115779', '102900005116509', '102900051004294', '102900005115823', '102900005116530'})"
0.5142857142857142,"frozenset({'102900005115984', '102900005116714', '102900005115779', '102900005116509', '102900051004294', '102900005116257', '102900005115823', '102900005116530'})"
0.5087557603686635,"frozenset({'102900005115779', '102900005116233', '102900005116509', '102900051004294', '102900005116257', '102900005116530'})"
0.5087557603686635,"frozenset({'102900005116714', '102900005115779', '102900005116233', '102900005116509', '102900051004294', '102900005116530'})"
0.5069124423963134,"frozenset({'102900005115779', '102900005116233', '102900005116509', '102900051004294', '102900005115823', '102900005116530'})"
0.5059907834101383,"frozenset({'102900005115984', '102900005115779', '102900005116233', '102900005116509', '102900051004294', '102900005116530'})"
0.5059907834101383,"frozenset({'102900005115779', '102900005116233', '102900005116509', '102900011000328', '102900051004294', '102900005116530'})"
0.5004608294930876,"frozenset({'102900005115779', '102900005116233', '102900005116509', '102900051004294', '102900005116899', '102900005116530'})"
0.5087557603686635,"frozenset({'102900005116714', '102900005115779', '102900005116233', '102900005116509', '102900051004294', '102900005116257', '102900005116530'})"
0.5069124423963134,"frozenset({'102900005116714', '102900005115779', '102900005116233', '102900005116509', '102900051004294', '102900005115823', '102900005116530'})"
0.5069124423963134,"frozenset({'102900005115779', '102900005116233', '102900005116509', '102900051004294', '102900005116257', '102900005115823', '102900005116530'})"
0.5069124423963134,"frozenset({'102900005116714', '102900005115779', '102900005116233', '102900005116509', '102900051004294', '102900005116257', '102900005115823', '102900005116530'})"
0.5059907834101383,"frozenset({'102900005115984', '102900005116714', '102900005115779', '102900005116233', '102900005116509', '102900051004294', '102900005116530'})"
0.5059907834101383,"frozenset({'102900005115984', '102900005115779', '102900005116233', '102900005116509', '102900051004294', '102900005116257', '102900005116530'})"
0.504147465437788,"frozenset({'102900005115984', '102900005115779', '102900005116233', '102900005116509', '102900051004294', '102900005115823', '102900005116530'})"
0.5032258064516129,"frozenset({'102900005115984', '102900005115779', '102900005116233', '102900005116509', '102900011000328', '102900051004294', '102900005116530'})"
0.5059907834101383,"frozenset({'102900005115984', '102900005116714', '102900005115779', '102900005116233', '102900005116509', '102900051004294', '102900005116257', '102900005116530'})"
0.504147465437788,"frozenset({'102900005115984', '102900005115779', '102900005116233', '102900005116509', '102900051004294', '102900005116257', '102900005115823', '102900005116530'})"
0.504147465437788,"frozenset({'102900005115984', '102900005116714', '102900005115779', '102900005116233', '102900005116509', '102900051004294', '102900005115823', '102900005116530'})"
0.504147465437788,"frozenset({'102900005115984', '102900005116714', '102900005115779', '102900005116233', '102900005116509', '102900051004294', '102900005116257', '102900005115823', '102900005116530'})"
0.5032258064516129,"frozenset({'102900005115984', '102900005115779', '102900005116233', '102900005116509', '102900011000328', '102900051004294', '102900005116257', '102900005116530'})"
0.5032258064516129,"frozenset({'102900005115984', '102900005116714', '102900005115779', '102900005116233', '102900005116509', '102900011000328', '102900051004294', '102900005116530'})"
0.5013824884792627,"frozenset({'102900005115984', '102900005115779', '102900005116233', '102900005116509', '102900011000328', '102900051004294', '102900005115823', '102900005116530'})"
0.5032258064516129,"frozenset({'102900005115984', '102900005116714', '102900005115779', '102900005116233', '102900005116509', '102900011000328', '102900051004294', '102900005116257', '102900005116530'})"
0.5013824884792627,"frozenset({'102900005115984', '102900005115779', '102900005116233', '102900005116509', '102900011000328', '102900051004294', '102900005116257', '102900005115823', '102900005116530'})"
0.5013824884792627,"frozenset({'102900005115984', '102900005116714', '102900005115779', '102900005116233', '102900005116509', '102900011000328', '102900051004294', '102900005115823', '102900005116530'})"
0.5013824884792627,"frozenset({'102900005115984', '102900005116714', '102900005115779', '102900005116233', '102900005116509', '102900011000328', '102900051004294', '102900005116257', '102900005115823', '102900005116530'})"
0.5059907834101383,"frozenset({'102900005116714', '102900005115779', '102900005116233', '102900005116509', '102900011000328', '102900051004294', '102900005116530'})"
0.5059907834101383,"frozenset({'102900005115779', '102900005116233', '102900005116509', '102900011000328', '102900051004294', '102900005116257', '102900005116530'})"
0.504147465437788,"frozenset({'102900005115779', '102900005116233', '102900005116509', '102900011000328', '102900051004294', '102900005115823', '102900005116530'})"
0.5059907834101383,"frozenset({'102900005116714', '102900005115779', '102900005116233', '102900005116509', '102900011000328', '102900051004294', '102900005116257', '102900005116530'})"
0.504147465437788,"frozenset({'102900005116714', '102900005115779', '102900005116233', '102900005116509', '102900011000328', '102900051004294', '102900005115823', '102900005116530'})"
0.504147465437788,"frozenset({'102900005115779', '102900005116233', '102900005116509', '102900011000328', '102900051004294', '102900005116257', '102900005115823', '102900005116530'})"
0.504147465437788,"frozenset({'102900005116714', '102900005115779', '102900005116233', '102900005116509', '102900011000328', '102900051004294', '102900005116257', '102900005115823', '102900005116530'})"
0.5004608294930876,"frozenset({'102900005116714', '102900005115779', '102900005116233', '102900005116509', '102900051004294', '102900005116899', '102900005116530'})"
0.5004608294930876,"frozenset({'102900005115779', '102900005116233', '102900005116509', '102900051004294', '102900005116899', '102900005116257', '102900005116530'})"
0.5004608294930876,"frozenset({'102900005116714', '102900005115779', '102900005116233', '102900005116509', '102900051004294', '102900005116899', '102900005116257', '102900005116530'})"
0.5152073732718894,"frozenset({'102900005115779', '102900005116509', '102900011000328', '102900051004294', '102900005116257', '102900005116530'})"
0.5152073732718894,"frozenset({'102900005116714', '102900005115779', '102900005116509', '102900011000328', '102900051004294', '102900005116530'})"
0.5133640552995392,"frozenset({'102900005115779', '102900005116509', '102900011000328', '102900051004294', '102900005116530', '102900005115823'})"
