,销量(千克),销量(千克),销量(千克),销量(千克),销量(千克),销量(千克),平均销量(千克),平均销量(千克),平均销量(千克),平均销量(千克),平均销量(千克),平均销量(千克)
2021-01-02,102.214,212.911,31.833,18.302,62.422,115.296,34.071333333333335,14.194066666666666,15.9165,9.151,6.935777777777777,8.235428571428573
2021-01-03,76.505,224.88,50.09,13.385,73.797,103.871,25.501666666666665,14.991999999999999,25.045,6.6925,8.199666666666666,6.4919375
2021-01-04,68.24799999999999,177.80100000000002,24.728,9.866999999999999,58.505,95.499,17.061999999999998,11.8534,12.364,4.9334999999999996,7.313125,6.3666
2021-01-05,89.144,154.654,49.049,14.439,37.556,83.705,22.286,11.046714285714286,24.5245,7.2195,3.7556,5.580333333333333
2021-01-06,49.852,176.82399999999998,51.711,13.689,44.528000000000006,81.462,12.463,11.788266666666665,25.8555,6.8445,4.452800000000001,5.4308000000000005
2021-01-07,54.723,161.628,42.427,12.56,50.183,96.002,18.241,10.7752,21.2135,6.28,5.0183,6.857285714285714
2021-01-08,53.903999999999996,234.46200000000002,29.703000000000003,12.049,37.342,90.415,17.968,15.6308,14.851500000000001,6.0245,3.7342,6.027666666666667
2021-01-09,90.49000000000001,233.427,47.188,17.965,78.49799999999999,129.833,30.163333333333338,16.673357142857142,23.594,8.9825,8.722,8.655533333333333
2021-01-10,79.56299999999999,250.645,57.696,23.755,68.36500000000001,137.986,26.520999999999997,17.903214285714288,28.848,11.8775,6.836500000000001,8.624125
2021-01-11,47.911,182.204,28.862000000000002,15.841,46.768,81.67,15.970333333333334,13.01457142857143,14.431000000000001,7.9205,4.6768,5.833571428571429
2021-01-12,55.595,173.449,18.847,6.304,35.595,73.283,18.531666666666666,14.454083333333335,9.4235,6.304,4.449375,4.885533333333333
2021-01-13,40.616,172.101,25.301,0.0,37.065000000000005,76.684,13.538666666666666,12.292928571428572,12.6505,0.0,3.7065000000000006,5.898769230769231
2021-01-14,43.510000000000005,148.947,34.119,18.643,39.296,75.963,14.503333333333336,11.457461538461539,17.0595,9.3215,3.9295999999999998,5.425928571428571
2021-01-15,51.428,171.213,30.979,14.644,39.211,101.383,17.142666666666667,13.170230769230768,15.4895,7.322,4.356777777777777,6.758866666666666
2021-01-16,82.624,252.82500000000002,45.807,20.109,76.17399999999999,150.015,27.54133333333333,19.448076923076925,22.9035,10.0545,7.617399999999999,10.001
2021-01-17,67.482,228.991,45.21,24.613,74.534,141.492,22.494,16.3565,15.07,12.3065,7.4534,8.84325
2021-01-18,48.095,167.11899999999997,33.17,10.266,48.166,72.532,16.031666666666666,10.444937499999998,16.585,5.133,4.816599999999999,4.835466666666666
2021-01-19,42.265,216.05499999999998,33.818,9.304,50.827,74.431,14.088333333333333,14.403666666666664,11.272666666666666,4.652,5.647444444444444,4.6519375
2021-01-20,44.546,197.824,33.626999999999995,19.321,51.058,90.131,14.848666666666666,13.188266666666667,11.208999999999998,9.6605,5.673111111111111,5.6331875
2021-01-21,48.089,219.93,27.553,23.411,57.724000000000004,63.013,16.029666666666667,14.662,9.184333333333333,11.7055,5.7724,3.9383125
2021-01-22,48.728,218.136,32.636,12.332999999999998,54.45,88.79599999999999,16.24266666666667,13.6335,16.318,6.166499999999999,6.80625,5.919733333333332
2021-01-23,66.893,214.81500000000003,48.218,20.333000000000002,87.038,117.521,22.297666666666668,14.321000000000002,16.072666666666667,10.166500000000001,10.87975,7.3450625
2021-01-24,88.664,350.342,56.086,23.807000000000002,99.115,127.934,29.554666666666666,21.896375,18.695333333333334,11.903500000000001,12.389375,7.995875
2021-01-25,86.892,224.149,34.554,20.041,68.681,79.116,28.964,14.0093125,17.277,10.0205,8.585125,5.2744
2021-01-26,59.222,215.643,36.857,16.078,57.954,101.362,19.740666666666666,12.684882352941177,12.285666666666666,8.039,7.24425,6.757466666666667
2021-01-27,50.075,208.029,50.986000000000004,11.937000000000001,105.094,108.756,16.691666666666666,13.868599999999999,16.995333333333335,5.968500000000001,13.13675,7.768285714285715
2021-01-28,58.18,160.384,47.788,17.791999999999998,70.075,80.927,19.393333333333334,11.456,23.894,8.895999999999999,8.759375,4.760411764705883
2021-01-29,48.372,151.96200000000002,56.588,15.072,66.029,69.324,16.124,9.497625000000001,18.862666666666666,7.536,8.253625,4.6216
2021-01-30,39.938,236.77700000000002,63.123999999999995,23.084,91.796,94.904,13.312666666666667,15.785133333333334,31.561999999999998,7.6946666666666665,8.34509090909091,5.582588235294118
2021-01-31,47.573,249.269,37.907,24.61,84.45100000000001,104.054,15.857666666666667,16.617933333333333,18.9535,8.203333333333333,9.383444444444445,6.503375
2021-02-01,50.34,181.621,25.144,13.664,71.64,69.564,16.78,12.108066666666668,12.572,3.416,7.96,4.6376
2021-02-02,47.32300000000001,193.791,41.328,24.133000000000003,92.145,88.048,15.774333333333336,11.399470588235294,20.664,6.033250000000001,10.238333333333333,6.289142857142857
2021-02-03,36.091,223.102,84.61500000000001,14.937999999999999,79.053,91.56400000000001,12.030333333333333,14.873466666666667,42.307500000000005,3.7344999999999997,7.9052999999999995,6.540285714285715
2021-02-04,61.4,197.832,69.983,27.715999999999998,96.194,111.069,20.466666666666665,13.188799999999999,34.9915,6.928999999999999,10.688222222222223,6.9418125
2021-02-05,56.39,194.292,58.169000000000004,25.906,124.448,95.222,18.796666666666667,10.225894736842106,29.084500000000002,5.1812,15.556,7.9351666666666665
2021-02-06,55.472,212.817,75.497,39.051,194.842,119.696,18.490666666666666,11.200894736842105,37.7485,7.8102,24.35525,8.549714285714286
2021-02-07,101.527,193.778,53.682,43.635000000000005,159.904,147.812,33.842333333333336,10.765444444444444,26.841,8.727,19.988,9.854133333333333
2021-02-08,124.55000000000001,234.405,122.215,58.326,289.227,240.205,41.51666666666667,11.72025,61.1075,11.6652,36.153375,18.477307692307694
2021-02-09,211.43099999999998,282.558,139.056,87.912,423.696,326.993,70.47699999999999,15.697666666666667,46.352000000000004,43.956,47.077333333333335,23.356642857142855
2021-02-10,296.79200000000003,503.976,167.055,118.93100000000001,505.888,511.136,74.19800000000001,29.645647058823528,83.5275,39.64366666666667,38.91446153846154,34.07573333333333
2021-02-13,50.0,243.485,22.759,28.967,104.485,74.519,50.0,18.729615384615386,22.759,28.967,9.498636363636363,9.314875
2021-02-14,65.073,195.74,16.607,25.06,116.812,164.586,21.691,13.049333333333333,8.3035,25.06,10.619272727272728,11.756142857142859
2021-02-15,68.394,300.13,41.123,39.655,168.272,212.364,17.0985,23.086923076923078,20.5615,39.655,18.69688888888889,13.27275
2021-02-16,67.819,253.696,40.493,31.647,151.649,174.61,67.819,19.515076923076922,20.2465,31.647,18.956125,11.640666666666668
2021-02-17,53.632,180.05200000000002,33.589,30.358,133.64600000000002,144.793,53.632,11.253250000000001,16.7945,30.358,14.849555555555558,9.652866666666666
2021-02-18,62.327,227.336,56.001000000000005,18.17,105.697,130.174,62.327,14.2085,28.000500000000002,18.17,11.744111111111112,8.135875
2021-02-19,73.044,184.169,47.197,13.768999999999998,116.07,92.327,36.522,11.5105625,23.5985,6.884499999999999,16.58142857142857,7.102076923076923
2021-02-20,60.611999999999995,175.262,39.445,21.798,119.306,88.794,20.203999999999997,10.309529411764705,19.7225,5.4495,13.256222222222222,6.342428571428571
2021-02-21,38.554,144.855,35.248000000000005,33.803,80.423,79.403,12.851333333333335,9.657,17.624000000000002,8.45075,10.052875,6.107923076923077
2021-02-22,40.444,139.491,30.813,15.47,72.834,66.554,13.481333333333334,9.2994,15.4065,3.8675,10.404857142857143,5.546166666666667
2021-02-23,44.084,136.04999999999998,24.456,25.429,85.425,77.586,14.694666666666668,9.069999999999999,12.228,6.35725,10.678125,6.4655
2021-02-24,54.382,190.158,37.41,22.668,60.043,88.233,18.127333333333333,11.884875,18.705,5.667,6.0043,8.021181818181818
2021-02-25,74.027,156.613,39.885000000000005,34.617999999999995,100.118,110.55699999999999,18.50675,9.212529411764706,19.942500000000003,8.654499999999999,12.51475,8.504384615384614
2021-02-26,72.508,276.322,70.064,31.286,135.777,159.095,24.16933333333333,19.737285714285715,35.032,7.8215,15.086333333333332,14.463181818181818
2021-02-27,45.650999999999996,218.04000000000002,74.70400000000001,22.579,122.32199999999999,116.814,15.216999999999999,19.821818181818184,37.352000000000004,5.64475,17.474571428571426,8.985692307692307
2021-02-28,49.705,309.688,54.673,27.705,114.677,111.764,16.56833333333333,19.3555,27.3365,6.92625,14.334625,9.313666666666666
2021-03-01,29.048,241.709,28.579,27.232,97.068,79.404,14.524,12.721526315789474,14.2895,6.808,8.824363636363636,6.617
2021-03-02,46.406,182.984,40.61,16.541,83.363,62.044,23.203,9.1492,20.305,5.5136666666666665,10.420375,4.4317142857142855
2021-03-03,20.756999999999998,186.00799999999998,22.009999999999998,23.654000000000003,80.749,71.027,10.378499999999999,10.333777777777776,11.004999999999999,5.913500000000001,11.535571428571428,5.463615384615385
2021-03-04,28.177,145.281,18.951999999999998,20.344,93.076,72.465,14.0885,8.545941176470588,9.475999999999999,5.086,10.341777777777777,6.03875
2021-03-05,35.138000000000005,211.185,41.955,22.986,101.49799999999999,82.58500000000001,17.569000000000003,11.115,20.9775,11.493,12.687249999999999,6.882083333333334
2021-03-06,61.735,288.817,64.332,38.176,167.583,151.214,30.8675,13.128045454545456,32.166,19.088,18.620333333333335,12.601166666666666
2021-03-07,36.888999999999996,264.314,84.586,26.748,122.568,125.428,18.444499999999998,12.014272727272727,42.293,8.916,12.2568,10.452333333333334
2021-03-08,26.921,211.746,45.65,19.815,80.39900000000002,78.721,13.4605,10.083142857142857,22.825,6.605,10.049875000000002,6.560083333333334
2021-03-09,42.608,170.907,34.073,20.838,66.895,143.511,21.304,7.121125,17.0365,10.419,8.361875,14.351099999999999
2021-03-10,24.891,119.599,25.101,14.35,59.548,91.994,24.891,5.9799500000000005,12.5505,7.175,7.4435,7.666166666666666
2021-03-11,31.801000000000002,158.357,30.749000000000002,16.37,57.357,75.477,10.600333333333333,7.91785,15.374500000000001,5.456666666666667,7.169625,5.805923076923078
2021-03-12,21.764,152.44,31.281999999999996,23.836000000000002,102.131,84.232,10.882,7.622,15.640999999999998,7.945333333333334,12.766375,6.016571428571429
2021-03-13,47.086,169.055,43.016999999999996,26.434,104.089,101.865,23.543,7.043958333333333,21.508499999999998,8.811333333333334,11.565444444444445,7.83576923076923
2021-03-14,30.295,176.032,41.13,17.721,117.089,75.95,15.1475,8.382476190476192,20.565,5.907,14.636125,6.904545454545455
2021-03-15,22.597,90.812,28.603,13.658000000000001,85.656,40.423,11.2985,5.045111111111111,14.3015,6.829000000000001,10.707,3.3685833333333335
2021-03-16,19.772,100.12100000000001,19.792,13.577,72.12599999999999,44.844,9.886,5.00605,9.896,4.525666666666667,10.303714285714284,4.076727272727273
2021-03-17,19.493,107.653,29.326,19.313,83.755,44.029,6.4976666666666665,5.126333333333333,14.663,9.6565,10.469375,3.6690833333333335
2021-03-18,20.852,128.058,29.081000000000003,11.866,73.733,65.501,10.426,6.4029,14.540500000000002,3.9553333333333334,9.216625,5.954636363636364
2021-03-19,39.292,140.893,42.902,16.235,67.509,69.141,19.646,6.709190476190476,21.451,5.411666666666666,8.438625,6.285545454545455
2021-03-20,39.984,267.979,34.377,21.477,117.89,77.235,13.328000000000001,13.39895,17.1885,7.159,14.73625,6.43625
2021-03-21,41.705,199.712,51.413,17.949,112.176,94.838,13.901666666666666,9.510095238095237,25.7065,5.9830000000000005,12.464,7.9031666666666665
2021-03-22,10.113,115.022,30.625,11.561,70.689,50.802,3.371,5.4772380952380955,15.3125,5.7805,10.09842857142857,4.618363636363636
2021-03-23,13.349,134.706,28.634,19.311999999999998,66.931,48.174,4.449666666666666,7.08978947368421,14.317,6.437333333333332,9.561571428571428,3.7056923076923076
2021-03-24,14.013,103.505,27.331000000000003,15.113,42.484,35.583,4.671,5.447631578947369,13.665500000000002,7.5565,6.069142857142857,2.9652499999999997
2021-03-25,15.827,86.632,25.174,14.620999999999999,50.798,46.89,5.275666666666667,4.812888888888889,12.587,4.873666666666666,7.256857142857143,3.349285714285714
2021-03-26,40.178,167.327,48.956,21.313,60.937,83.562,13.392666666666665,10.4579375,24.478,7.104333333333333,7.617125,5.968714285714285
2021-03-27,43.191,199.727,51.805,26.111,78.794,69.658,14.397,10.511947368421053,25.9025,8.703666666666667,8.754888888888889,6.332545454545454
2021-03-28,30.709999999999997,161.16400000000002,50.119,19.628,78.41000000000001,55.673,10.236666666666666,8.482315789473684,25.0595,6.542666666666666,8.712222222222223,4.282538461538461
2021-03-29,15.5,111.308,60.434,16.139,62.153999999999996,47.327,5.166666666666667,5.858315789473685,30.217,5.379666666666666,7.7692499999999995,4.3024545454545455
2021-03-30,14.905,130.803,26.924,21.407,59.57299999999999,32.144999999999996,4.968333333333333,7.6942941176470585,13.462,7.135666666666666,5.957299999999999,3.2144999999999997
2021-03-31,19.503,143.294,28.740000000000002,21.649,59.255,45.089,6.501,8.955875,14.370000000000001,5.41225,6.58388888888889,4.5089
2021-04-01,20.743,162.291,39.109,20.604,52.994,48.978,5.18575,8.11455,19.5545,6.867999999999999,6.62425,4.0815
2021-04-02,37.763999999999996,179.383,69.53,20.665,70.727,72.574,9.440999999999999,7.7992608695652175,34.765,5.16625,8.840875,5.5826153846153845
2021-04-03,38.786,212.267,68.593,32.709999999999994,100.323,75.739,12.928666666666667,9.229,34.2965,10.90333333333333,12.540375,6.885363636363636
2021-04-04,33.95,192.021,71.456,22.976,88.244,61.709,11.316666666666668,9.601049999999999,35.728,5.744,12.606285714285715,5.142416666666667
2021-04-05,24.241,178.469,76.701,16.492,112.577,68.049,8.080333333333334,8.498523809523808,38.3505,5.497333333333334,16.082428571428572,6.186272727272728
2021-04-06,3.622,55.611000000000004,13.129999999999999,3.138,35.074999999999996,11.671,1.811,2.9268947368421054,6.5649999999999995,1.046,5.010714285714285,1.458875
2021-04-07,17.735,198.107,26.939,16.213,62.89999999999999,47.805,8.8675,10.426684210526316,13.4695,5.404333333333334,7.862499999999999,3.6773076923076924
2021-04-08,9.582,136.899,22.294,20.319000000000003,52.596,35.491,4.791,5.704125,11.147,10.159500000000001,6.5745,3.5491
2021-04-09,29.704,145.026,51.978,17.451,54.274,31.401,9.901333333333334,6.59209090909091,25.989,5.817,6.78425,3.925125
2021-04-10,22.753,204.156,50.186,25.525,84.84,60.287,7.584333333333333,10.745052631578949,25.093,6.38125,12.120000000000001,6.698555555555555
2021-04-11,22.196,211.619,47.112,24.901999999999997,94.32600000000001,52.29,7.398666666666667,11.756611111111111,23.556,8.300666666666666,11.790750000000001,5.81
2021-04-12,4.178,148.371,32.027,10.203,38.756,43.328,2.089,8.727705882352941,16.0135,5.1015,4.8445,3.610666666666667
2021-04-13,5.553,127.207,28.593,13.4,51.480000000000004,40.041,2.7765,7.482764705882353,14.2965,3.35,5.720000000000001,4.004099999999999
2021-04-14,19.197,151.82999999999998,30.12,18.975,47.052,41.387,6.399,7.2299999999999995,15.06,6.325,5.8815,3.7624545454545455
2021-04-15,17.098,130.081,27.05,12.151,44.413,40.15,5.699333333333333,6.504049999999999,13.525,3.03775,6.344714285714285,3.65
2021-04-16,19.018,130.808,40.232,15.371,62.197,47.162,6.339333333333333,6.5404,20.116,3.84275,6.910777777777778,4.287454545454545
2021-04-17,35.302,194.95100000000002,77.636,20.407,72.26599999999999,70.81700000000001,11.767333333333333,9.74755,38.818,5.10175,9.033249999999999,5.447461538461539
2021-04-18,22.237000000000002,194.451,48.315,28.972,118.06299999999999,56.607,7.412333333333334,9.72255,24.1575,7.243,14.757874999999999,4.354384615384616
2021-04-19,12.658000000000001,134.781,25.092,17.311,59.015,36.293,4.219333333333334,6.739050000000001,12.546,4.32775,7.376875,3.2993636363636365
2021-04-20,12.167000000000002,150.715,30.338,16.234,64.062,37.650999999999996,4.055666666666667,7.932368421052632,15.169,4.0585,8.00775,3.7650999999999994
2021-04-21,13.078000000000001,182.939,49.748000000000005,26.622,50.684,31.173000000000002,6.539000000000001,10.163277777777777,24.874000000000002,8.874,7.240571428571428,2.833909090909091
2021-04-22,11.64,150.806,34.614999999999995,15.227,47.905,40.04,5.82,8.378111111111112,17.307499999999997,3.80675,5.988125,3.3366666666666664
2021-04-23,10.413,171.226,47.035,27.427,53.397,49.109,5.2065,10.072117647058823,23.5175,6.85675,5.933,3.5077857142857143
2021-04-24,17.178,264.803,107.309,37.796,102.501,78.6,8.589,12.609666666666666,53.6545,9.449,12.812625,6.55
2021-04-25,11.454,221.785,94.264,24.708,71.047,37.692,5.727,11.08925,47.132,6.177,8.880875,4.188
2021-04-26,11.870999999999999,151.258,43.118,12.618,60.716,37.392,5.935499999999999,7.562900000000001,21.559,3.1545,7.5895,3.3992727272727277
2021-04-27,9.127,135.216,26.490000000000002,31.042,50.15,26.080000000000002,4.5635,7.116631578947369,13.245000000000001,7.7605,6.26875,2.897777777777778
2021-04-28,7.359,125.78500000000001,29.405,27.487,47.189,33.609,3.6795,6.289250000000001,14.7025,6.87175,6.7412857142857145,2.8007500000000003
2021-04-29,8.818,134.898,33.858000000000004,15.705,54.543,32.548,4.409,6.7448999999999995,16.929000000000002,3.92625,6.817875,2.958909090909091
2021-04-30,14.856,138.58499999999998,38.125,26.786,52.865,34.271,7.428,7.293947368421051,19.0625,6.6965,6.608125,2.855916666666667
2021-05-01,18.075,171.826,57.443000000000005,19.976,77.396,50.81,9.0375,8.5913,28.721500000000002,4.994,9.6745,5.081
2021-05-02,17.439,198.544,36.466,22.784,80.42,47.435,8.7195,10.449684210526316,18.233,5.696,10.0525,5.270555555555556
2021-05-03,18.743000000000002,226.26500000000001,37.613,25.175,83.41900000000001,54.995000000000005,9.371500000000001,11.908684210526317,18.8065,6.29375,9.268777777777778,7.856428571428572
2021-05-04,8.799,200.985,37.838,18.032,43.846,42.643,4.3995,10.578157894736842,18.919,4.508,5.48075,5.330375
2021-05-05,15.352,203.532,34.156,17.339000000000002,72.08,60.989,7.676,10.1766,17.078,4.3347500000000005,9.01,6.0988999999999995
2021-05-06,5.992,151.84,21.199,22.682,73.006,30.192,2.996,7.5920000000000005,10.5995,5.6705,9.12575,3.774
2021-05-07,6.436,147.508,26.046,20.724,73.96199999999999,33.543,3.218,7.375400000000001,13.023,5.181,9.245249999999999,3.3543
2021-05-08,11.456999999999999,160.786,28.122,22.625,69.52900000000001,33.331,5.7284999999999995,8.462421052631578,14.061,5.65625,7.725444444444445,3.703444444444445
2021-05-09,21.145,216.668,37.443,30.75,95.075,44.849000000000004,7.048333333333333,10.833400000000001,18.7215,7.6875,11.884375,4.077181818181819
2021-05-10,8.06,157.721,30.866,24.956,60.824999999999996,26.427,2.686666666666667,9.277705882352942,15.433,6.239,6.758333333333333,3.303375
2021-05-11,8.963000000000001,190.06,27.768,26.533,46.524,29.889,2.987666666666667,11.18,13.884,6.63325,5.8155,3.3209999999999997
2021-05-12,6.0809999999999995,182.519,19.252,19.247,42.616,31.02,2.0269999999999997,8.691380952380953,9.626,4.81175,6.088,3.4466666666666668
2021-05-13,14.949000000000002,157.293,24.095,20.686999999999998,47.949,29.537,4.9830000000000005,8.7385,12.0475,5.171749999999999,5.3276666666666666,3.2818888888888886
2021-05-14,11.411999999999999,191.116,40.997,32.193,51.909,29.278,3.804,9.555800000000001,20.4985,8.04825,5.767666666666667,3.65975
2021-05-15,12.399000000000001,258.278,37.346999999999994,40.776,86.637,49.932,6.1995000000000005,13.593578947368423,18.673499999999997,10.194,10.829625,4.539272727272728
2021-05-16,6.386,212.588,52.382000000000005,19.009,153.409,51.103,3.193,13.28675,26.191000000000003,4.75225,17.045444444444442,5.1103000000000005
2021-05-17,5.011,176.65800000000002,27.587000000000003,29.921,76.099,25.733,2.5055,9.297789473684212,13.793500000000002,7.48025,8.455444444444446,3.676142857142857
2021-05-18,12.309000000000001,173.271,31.098,23.783,84.86399999999999,29.45,4.103000000000001,8.663549999999999,15.549,5.94575,12.12342857142857,3.68125
2021-05-19,12.199,140.823,33.900999999999996,20.578,76.853,28.798000000000002,6.0995,8.283705882352942,16.950499999999998,6.859333333333333,9.606625,2.8798000000000004
2021-05-20,9.406,148.851,17.189,22.177,61.568,35.447,4.703,7.44255,8.5945,5.54425,7.696,2.9539166666666667
2021-05-21,4.178,106.47200000000001,33.979,21.886,36.494,43.516,2.089,6.263058823529413,16.9895,7.295333333333333,4.56175,3.626333333333333
2021-05-22,9.18,190.363,34.961999999999996,25.845,98.93599999999999,45.209,4.59,10.575722222222222,17.480999999999998,6.46125,10.992888888888888,5.0232222222222225
2021-05-23,17.229,217.25900000000001,64.231,42.331,137.485,62.384,5.742999999999999,14.483933333333335,32.1155,10.58275,13.748500000000002,6.2384
2021-05-24,4.28,148.831,40.924,17.043,54.77199999999999,29.627000000000002,2.14,8.754764705882351,20.462,4.26075,5.477199999999999,2.9627000000000003
2021-05-25,5.412,130.32500000000002,29.554000000000002,17.94,57.519,35.047,2.706,8.145312500000001,14.777000000000001,4.485,6.391,3.8941111111111106
2021-05-26,4.008,166.467,46.547,15.809999999999999,65.416,31.969,2.004,9.248166666666668,23.2735,3.9524999999999997,8.177,2.9062727272727273
2021-05-27,8.319,145.237,43.952,15.645,37.078,19.574,4.1595,7.644052631578947,21.976,3.91125,4.119777777777778,2.174888888888889
2021-05-28,6.205,123.824,42.189,16.472,67.01,28.172,3.1025,7.283764705882353,21.0945,4.118,7.445555555555556,2.8172
2021-05-29,9.57,180.875,52.779,18.291,116.845,35.882,4.785,10.04861111111111,26.3895,4.57275,12.982777777777777,2.9901666666666666
2021-05-30,4.719,196.236,21.296,27.038,106.61500000000001,33.492,2.3595,11.543294117647058,10.648,6.7595,10.6615,4.784571428571428
2021-05-31,5.404,191.98,39.165,25.363,60.118,34.114,2.702,10.665555555555555,19.5825,6.34075,6.679777777777778,3.101272727272727
2021-06-01,7.2170000000000005,151.091,41.593,26.938,76.648,33.668,3.6085000000000003,8.887705882352941,20.7965,6.7345,8.516444444444444,2.5898461538461537
2021-06-02,8.681000000000001,178.517,43.414,27.706,89.38600000000001,43.528,4.3405000000000005,9.395631578947368,21.707,6.9265,11.173250000000001,3.348307692307692
2021-06-03,11.019,142.372,36.284,11.679,75.206,48.365,5.5095,7.493263157894738,18.142,2.91975,9.40075,3.7203846153846154
2021-06-04,13.461,121.093,31.416000000000004,16.743,63.703,47.048,6.7305,7.5683125,15.708000000000002,4.18575,7.078111111111111,3.619076923076923
2021-06-05,19.494999999999997,204.287,61.486,36.367000000000004,91.95,42.32,9.747499999999999,11.349277777777779,30.743,9.091750000000001,9.195,3.526666666666667
2021-06-06,7.1819999999999995,222.817,42.143,30.644000000000002,88.671,32.745,3.5909999999999997,13.106882352941177,21.0715,7.6610000000000005,9.852333333333334,2.72875
2021-06-07,8.757,148.539,24.819000000000003,29.868000000000002,68.965,27.872,4.3785,7.817842105263157,12.409500000000001,7.4670000000000005,8.620625,2.7872
2021-06-08,7.394,144.482,25.106,24.611,56.101,28.108,3.697,7.2241,12.553,6.15275,6.233444444444444,3.5135
2021-06-09,7.943,126.35900000000001,26.845,19.353,52.092999999999996,31.399,2.6476666666666664,6.017095238095239,13.4225,4.83825,5.78811111111111,2.6165833333333333
2021-06-10,10.34,122.004,13.847,24.961,57.091,29.393,3.4466666666666668,5.809714285714286,6.9235,6.24025,6.343444444444445,3.265888888888889
2021-06-11,6.744,129.982,21.048000000000002,16.567,74.87299999999999,25.579,2.2479999999999998,6.4991,10.524000000000001,4.14175,7.487299999999999,2.1315833333333334
2021-06-12,22.347,210.267,52.462,48.073,77.63600000000001,62.009,7.449000000000001,10.513349999999999,26.231,9.6146,8.626222222222223,5.167416666666667
2021-06-13,11.431000000000001,211.28,62.324,40.009,88.876,74.602,3.810333333333334,11.12,31.162,8.0018,8.8876,9.32525
2021-06-14,14.049,170.272,73.037,37.545,69.697,56.049,4.683,12.162285714285714,36.5185,7.509,8.712125,4.67075
2021-06-15,9.998000000000001,127.71900000000001,45.32599999999999,20.698,61.187000000000005,31.346,3.332666666666667,7.512882352941177,22.662999999999997,5.1745,6.798555555555556,2.411230769230769
2021-06-16,5.187,104.991,12.99,19.793,46.695,29.826,1.729,6.9994,6.495,4.94825,5.1883333333333335,2.9826
2021-06-17,9.409,113.507,48.477,28.237000000000002,45.845,22.835,3.1363333333333334,7.0941875,24.2385,9.412333333333335,5.730625,2.5372222222222223
2021-06-18,7.902000000000001,150.875,34.971000000000004,27.339000000000002,46.754000000000005,29.866999999999997,2.6340000000000003,10.776785714285714,17.485500000000002,9.113000000000001,5.844250000000001,2.715181818181818
2021-06-19,10.313,203.369,44.510999999999996,30.488,87.633,39.484,3.437666666666667,12.7105625,22.255499999999998,10.162666666666667,8.7633,3.2903333333333333
2021-06-20,10.001000000000001,202.307,43.614000000000004,61.881,85.134,38.578,3.3336666666666672,12.6441875,21.807000000000002,20.627,8.5134,3.5070909090909095
2021-06-21,9.9,150.07,54.07,18.566,58.693000000000005,24.224,3.3000000000000003,10.004666666666667,27.035,6.188666666666666,6.521444444444445,3.4605714285714284
2021-06-22,13.910000000000002,126.439,26.162,30.919999999999998,56.135000000000005,29.299,4.636666666666668,7.9024375,13.081,10.306666666666667,6.237222222222223,2.9299
2021-06-23,10.931,123.214,57.723,24.859,53.900999999999996,32.793,3.6436666666666664,6.8452222222222225,28.8615,8.286333333333333,5.989,2.73275
2021-06-24,6.119,127.946,34.885,19.543,41.586,31.747,2.0396666666666667,6.734,17.4425,9.7715,4.620666666666667,2.442076923076923
2021-06-25,10.916,146.582,40.437,12.895999999999999,35.531000000000006,32.537,3.638666666666667,8.622470588235293,20.2185,4.298666666666667,4.441375000000001,4.067125
2021-06-26,20.953,197.69,71.821,35.449,82.43900000000001,47.402,6.984333333333333,13.179333333333334,35.9105,11.816333333333333,8.2439,4.7402
2021-06-27,19.982,213.547,56.542,31.776,79.121,49.14,6.660666666666667,13.3466875,28.271,10.592,7.9121,4.095
2021-06-28,9.933,125.782,35.784,21.088,45.809999999999995,33.153,3.311,7.398941176470588,17.892,7.029333333333334,4.5809999999999995,2.76275
2021-06-29,9.52,110.196,34.383,19.721,40.321,26.399,3.1733333333333333,6.122,17.1915,6.573666666666667,4.0321,2.6399
2021-06-30,7.4639999999999995,125.41499999999999,27.052,27.425,39.114000000000004,41.537,2.488,8.360999999999999,13.526,9.141666666666667,4.346,3.195153846153846
2021-07-01,8.512,148.597,33.72,26.278,54.567,32.65,2.8373333333333335,8.25538888888889,16.86,8.759333333333332,5.4567,2.9681818181818183
2021-07-02,10.79,133.586,24.972,28.564999999999998,51.785,34.247,3.5966666666666662,7.8580000000000005,12.486,7.141249999999999,5.1785,3.1133636363636366
2021-07-03,29.657,197.925,48.497,47.285,73.552,66.849,7.41425,10.417105263157895,24.2485,15.761666666666665,6.686545454545455,5.142230769230769
2021-07-04,24.214,197.322,45.679,39.241,57.583,44.466,6.0535,10.385368421052632,22.8395,13.080333333333334,5.234818181818182,3.176142857142857
2021-07-05,14.947000000000001,176.276,66.35499999999999,49.588,53.877,40.491,3.7367500000000002,9.277684210526317,33.177499999999995,12.397,5.387700000000001,3.114692307692308
2021-07-06,7.861,173.864,44.900999999999996,49.005,46.553000000000004,36.365,2.6203333333333334,9.150736842105264,22.450499999999998,12.25125,4.6553,3.030416666666667
2021-07-07,8.404,149.514,40.488,31.752000000000002,38.244,26.099,2.8013333333333335,7.869157894736842,20.244,7.938000000000001,3.8244,2.899888888888889
2021-07-08,12.209,143.49099999999999,61.361000000000004,33.077999999999996,44.995,34.071,3.05225,7.971722222222222,30.680500000000002,8.269499999999999,4.090454545454545,3.4071
2021-07-09,4.507,114.96600000000001,28.476,22.81,34.612,26.496,2.2535,6.762705882352941,14.238,5.7025,3.1465454545454548,2.6496
